Geo_GEOID,SE_T004_001,SE_T017_001
14000US26163568500,4524,1617
14000US26163568700,3240,1194
14000US26163568800,2987,1682
14000US26163568900,2935,1218
14000US26163569100,2588,952
14000US26163569200,2828,1131
14000US26163569300,3374,1452
14000US26163569400,2571,1107
14000US26163569500,2820,1041
14000US26163569600,3455,1215
14000US26163569700,4239,1554
14000US26163569800,2562,922
14000US26163569900,2572,918
14000US26163570100,4213,1663
14000US26163570200,2768,1037
14000US26163570400,4505,1852
14000US26163570500,3691,1463
14000US26163570600,2236,748
14000US26163570800,3009,1036
14000US26163570900,2087,856
14000US26163571000,2229,822
14000US26163571500,4621,1550
14000US26163571600,1894,695
14000US26163571700,2432,789
14000US26163571800,3048,1105
14000US26163571900,2720,1182
14000US26163572000,1817,663
14000US26163572100,6399,2183
14000US26163572200,5902,2379
14000US26163572400,1047,463
14000US26163572500,1785,552
14000US26163572600,4896,1849
14000US26163572700,4176,1745
14000US26163572800,5786,2096
14000US26163572900,2654,970
14000US26163573000,3205,838
14000US26163573100,3947,1488
14000US26163573300,4657,1018
14000US26163573400,3634,1075
14000US26163573500,4477,1016
14000US26163573600,6955,1783
14000US26163573701,2113,500
14000US26163573702,6248,1614
14000US26163573800,4574,1206
14000US26163573900,5506,1257
14000US26163574000,5230,1449
14000US26163574100,4254,1254
14000US26163574202,3039,1245
14000US26163574300,3494,1112
14000US26163574600,4737,1779
14000US26163574700,4541,1618
14000US26163574800,4092,1454
14000US26163574900,1673,975
14000US26163575000,4010,1922
14000US26163575100,2560,1049
14000US26163575200,3774,1570
14000US26163575300,3633,1365
14000US26163575400,2988,1193
14000US26163575500,3537,1466
14000US26163575600,1435,592
14000US26163576000,1871,734
14000US26163576100,5868,2276
14000US26163576200,2387,1014
14000US26163576300,2416,896
14000US26163576400,3555,1383
14000US26163576500,3923,1470
14000US26163576600,4068,1614
14000US26163576700,3431,1418
14000US26163577000,4082,1766
14000US26163577100,2632,949
14000US26163577200,3313,1156
14000US26163577300,3083,1219
14000US26163577400,3476,1264
14000US26163577500,3561,1294
14000US26163577600,3512,1369
14000US26163577700,2300,834
14000US26163577800,4639,1756
14000US26163577900,4067,1631
14000US26163578000,2490,1027
14000US26163578500,4941,1886
14000US26163578600,5496,2013
14000US26163579100,1597,643
14000US26163579200,3403,1187
14000US26163579300,2609,995
14000US26163579500,1998,677
14000US26163579600,2802,1090
14000US26163579700,2856,1181
14000US26163579800,1614,579
14000US26163579900,4359,1767
14000US26163580100,1883,810
14000US26163580200,2765,1121
14000US26163580300,2963,1158
14000US26163580400,2498,1106
14000US26163580500,3178,1247
14000US26163580600,3026,1244
14000US26163580700,3650,1887
14000US26163580800,1474,628
14000US26163580900,3788,1731
14000US26163581100,3700,1653
14000US26163581200,3465,1691
14000US26163581500,2204,909
14000US26163581600,5800,2518
14000US26163581800,2695,1028
14000US26163581900,4429,1778
14000US26163582000,3109,1504
14000US26163582100,3953,1482
14000US26163583000,2750,963
14000US26163583100,4044,1420
14000US26163583200,2609,1005
14000US26163583300,2630,1003
14000US26163583400,4810,1946
14000US26163583500,2471,1069
14000US26163583600,2786,982
14000US26163583700,3784,1506
14000US26163583800,4693,1875
14000US26163583900,3713,1591
14000US26163584000,4252,1517
14000US26163584100,1635,685
14000US26163584200,3840,1284
14000US26163584300,1899,777
14000US26163584400,2964,1206
14000US26163584500,2641,1122
14000US26163584600,1999,768
14000US26163584700,2317,939
14000US26163584800,5879,2167
14000US26163585500,1875,760
14000US26163585600,3373,1219
14000US26163585700,1701,639
14000US26163585800,4606,1616
14000US26163585900,2973,1412
14000US26163586200,6934,2311
14000US26163586300,1995,733
14000US26163587000,3896,1605
14000US26163587900,6413,2240
14000US26163588000,6251,2574
14000US26163588100,2343,1047
14000US26163588200,2924,1584
14000US26163588300,5354,1915
14000US26163588400,4982,1812
14000US26163589300,4070,1404
14000US26163589400,5272,2112
14000US26163590400,6811,2272
14000US26163590500,6657,2340
14000US26163590600,2221,856
14000US26163591501,2920,1164
14000US26163591502,2992,1190
14000US26163591600,2160,742
14000US26163591700,6446,2357
14000US26163591800,6345,2277
14000US26163591900,5385,1977
14000US26163592000,4437,1370
14000US26163593000,5609,2248
14000US26163593200,3755,1612
14000US26163593300,3226,1264
14000US26163594000,2478,1362
14000US26163594100,4240,1748
14000US26163594200,2465,986
14000US26163594300,3225,1217
14000US26163594400,2643,1269
14000US26163594500,3375,1277
14000US26163595000,3834,1622
14000US26163595100,5761,2065
14000US26163595200,2613,1318
14000US26163596100,3394,1463
14000US26163596200,4090,1664
14000US26163596300,2677,1037
14000US26163597000,4547,1791
14000US26163598000,3209,1326
14000US26163599000,5756,2052
14000US26163599100,4080,1550
14000US26163985000,0,0
14000US26163985100,288,173
14000US26163985200,0,0
14000US26163985300,86,50
14000US26163985400,0,0
14000US26163985500,0,0
14000US26163985600,0,0
14000US26163985700,0,0
14000US26163985900,0,0
14000US26163990100,0,0
14000US26163990200,0,0
14000US26165380100,5079,1891
14000US26165380200,4658,1750
14000US26165380300,2879,1191
14000US26165380400,4407,1830
14000US26165380500,6561,2559
14000US26165380600,3159,1148
14000US26165380700,2813,1179
14000US26165380800,3273,1427
14000US27001770100,2245,1087
14000US27001770200,2166,1095
14000US27001770300,3466,1580
14000US27001770400,3021,1548
14000US27001790501,1810,861
14000US27001790502,3014,1469
14000US27003050107,2811,1027
14000US27003050108,5070,1728
14000US27003050109,5264,1739
14000US27003050110,2634,943
14000US27003050111,3720,1338
14000US27003050114,2805,1009
14000US27003050115,5529,1851
14000US27003050116,4562,1495
14000US27003050208,3327,1118
14000US27003050210,3980,1542
14000US27003050215,4288,1453
14000US27003050216,5692,1840
14000US27003050217,3027,929
14000US27003050218,3159,1101
14000US27003050219,2883,1059
14000US27003050220,6777,2251
14000US27003050221,7221,2163
14000US27003050222,5512,1687
14000US27003050223,2952,941
14000US27003050224,3087,1010
14000US27003050225,6548,2120
14000US27003050226,3068,1065
14000US27003050227,4581,1563
14000US27003050228,5093,1845
14000US27003050229,5419,1548
14000US27003050230,2326,717
14000US27003050232,3907,1296
14000US27003050233,3205,1145
14000US27003050234,3080,1023
14000US27003050235,2818,1068
14000US27003050236,4293,1352
14000US27003050237,5515,1937
14000US27003050401,2664,1061
14000US27003050402,3550,1649
14000US27003050501,3480,1497
14000US27003050504,2621,1153
14000US27003050505,5010,1834
14000US27003050602,2583,913
14000US27003050605,5931,2165
14000US27003050606,1897,823
14000US27003050607,4640,1749
14000US27003050608,4668,2011
14000US27003050609,3325,1346
14000US27003050610,6642,2539
14000US27003050702,3073,1189
14000US27003050704,4632,1804
14000US27003050706,3351,1290
14000US27003050707,6380,2155
14000US27003050709,2350,1089
14000US27003050710,3562,1412
14000US27003050711,4843,1741
14000US27003050712,4282,1705
14000US27003050805,6809,2348
14000US27003050806,6497,2354
14000US27003050807,3261,1324
14000US27003050808,2113,855
14000US27003050809,6161,2168
14000US27003050810,4021,1825
14000US27003050811,2728,1159
14000US27003050813,6955,2419
14000US27003050816,5008,1794
14000US27003050818,5447,1954
14000US27003050819,4258,1460
14000US27003050820,3195,1094
14000US27003050821,4757,1861
14000US27003050901,1965,752
14000US27003050902,4947,1994
14000US27003051001,2739,1171
14000US27003051002,3532,1452
14000US27003051101,4710,2107
14000US27003051102,4758,1642
14000US27003051103,3239,1223
14000US27003051201,3515,1547
14000US27003051202,3149,1331
14000US27003051203,5648,2196
14000US27003051206,2428,979
14000US27003051302,3888,1537
14000US27003051304,2342,983
14000US27003051305,3001,1231
14000US27003051400,5161,2042
14000US27003051501,3143,1286
14000US27003051502,2953,1246
14000US27003051600,5284,1898
14000US27005450100,2872,1063
14000US27005450200,2406,857
14000US27005450300,5120,1935
14000US27005450400,2476,995
14000US27005450500,4344,1850
14000US27005450600,3644,1728
14000US27005450700,3342,1426
14000US27005450800,2303,912
14000US27005450900,3040,1282
14000US27005940000,3828,1447
14000US27007450100,6400,2366
14000US27007450200,6847,2875
14000US27007450300,4322,1701
14000US27007450400,2874,1124
14000US27007450500,1589,665
14000US27007450600,5111,1660
14000US27007450701,4803,1804
14000US27007450702,5462,2427
14000US27007940001,5959,1513
14000US27007940002,2277,771
14000US27009020100,5699,2108
14000US27009020202,2800,1018
14000US27009020203,2554,922
14000US27009020205,3150,1180
14000US27009020206,2591,1236
14000US27009020300,3199,1173
14000US27009021101,8335,3201
14000US27009021102,4565,1945
14000US27009021200,6564,2943
14000US27011950100,1467,617
14000US27011950200,1645,685
14000US27011950300,1986,924
14000US27013170100,4786,1854
14000US27013170200,5988,2207
14000US27013170300,3139,1268
14000US27013170400,3557,1648
14000US27013170500,4599,2025
14000US27013170600,2147,971
14000US27013170700,2861,1272
14000US27013170800,4980,1995
14000US27013170900,3227,1223
14000US27013171000,3478,1343
14000US27013171101,6465,1611
14000US27013171202,6180,2583
14000US27013171300,3790,1396
14000US27013171400,3547,1307
14000US27013171500,2795,1115
14000US27013171600,3985,1263
14000US27015960101,1959,941
14000US27015960102,1244,587
14000US27015960200,4540,1546
14000US27015960300,2933,1447
14000US27015960400,4344,1887
14000US27015960500,3738,1525
14000US27015960600,3172,1274
14000US27015960700,3397,1434
14000US27017070100,5262,2000
14000US27017070200,4075,1653
14000US27017070300,5232,1826
14000US27017070400,7870,2896
14000US27017070500,6824,2450
14000US27017070600,3324,1391
14000US27017940000,2895,1073
14000US27019090100,5934,2350
14000US27019090200,4116,1448
14000US27019090301,7027,2720
14000US27019090302,5281,1712
14000US27019090401,5549,1740
14000US27019090402,5709,1899
14000US27019090501,2371,784
14000US27019090502,3213,1010
14000US27019090503,2562,917
14000US27019090601,4247,1613
14000US27019090602,2966,977
14000US27019090701,6707,2488
14000US27019090702,2730,911
14000US27019090800,8617,3400
14000US27019090900,5351,1923
14000US27019091000,10721,3907
14000US27019091100,6403,2184
14000US27019091201,4893,1989
14000US27019091202,2746,1018
14000US27021940001,4159,1908
14000US27021940002,2928,1140
14000US27021960100,1988,973
14000US27021960200,2308,1092
14000US27021960301,884,480
14000US27021960302,1194,596
14000US27021960600,2995,1419
14000US27021960700,4262,1857
14000US27021960801,3514,1472
14000US27021960802,4401,1869
14000US27023950300,1951,807
14000US27023950400,2205,835
14000US27023950500,2223,820
14000US27023950600,5747,2535
14000US27025110100,3870,1452
14000US27025110200,7039,2307
14000US27025110301,4111,1437
14000US27025110302,6046,2242
14000US27025110401,8642,3095
14000US27025110402,4622,1687
14000US27025110501,3685,1626
14000US27025110502,7270,2900
14000US27025110600,4740,1594
14000US27025110700,4016,1450
14000US27027020100,5128,2094
14000US27027020202,2390,1143
14000US27027020300,2888,1235
14000US27027020400,5085,873
14000US27027020500,5777,2237
14000US27027020600,4125,1807
14000US27027030102,5800,2314
14000US27027030103,7723,3083
14000US27027030104,8137,2767
14000US27027030106,2137,769
14000US27027030107,1771,696
14000US27027030201,5772,2188
14000US27027030202,4669,1828
14000US27029000100,2747,1100
14000US27029000200,2852,1086
14000US27029000300,3165,1249
14000US27031480100,3496,1827
14000US27031480200,1719,834
14000US27031990000,0,0
14000US27033270100,2867,1149
14000US27033270200,2437,1005
14000US27033270300,3322,1401
14000US27033270400,2931,1267
14000US27035950100,1830,878
14000US27035950204,1451,727
14000US27035950400,5546,2209
14000US27035950501,2739,1152
14000US27035950502,2355,1027
14000US27035950700,6162,2592
14000US27035950800,4945,1914
14000US27035950900,5442,2100
14000US27035951000,3958,1699
14000US27035951100,4697,2010
14000US27035951200,2795,1216
14000US27035951301,4741,1925
14000US27035951302,6061,2593
14000US27035951400,5288,1990
14000US27035951600,2551,1108
14000US27035951700,2760,1258
14000US27037060101,3535,1411
14000US27037060102,2636,1163
14000US27037060103,2423,995
14000US27037060104,5695,2573
14000US27037060105,5490,2184
14000US27037060201,2854,976
14000US27037060202,3368,1432
14000US27037060301,4271,1871
14000US27037060302,3610,1429
14000US27037060401,2478,1036
14000US27037060402,3452,1416
14000US27037060502,4619,1823
14000US27037060503,4881,1900
14000US27037060505,5791,2451
14000US27037060506,5462,2483
14000US27037060507,3548,1380
14000US27037060508,5985,1902
14000US27037060509,5327,2233
14000US27037060603,4486,1815
14000US27037060604,3468,1556
14000US27037060605,1593,666
14000US27037060606,2754,1158
14000US27037060709,5406,2007
14000US27037060710,3804,1526
14000US27037060711,4596,2080
14000US27037060713,2991,1162
14000US27037060714,4710,1802
14000US27037060716,3856,1420
14000US27037060717,2128,864
14000US27037060721,2651,1217
14000US27037060725,3775,1759
14000US27037060726,2689,1289
14000US27037060727,3050,1402
14000US27037060728,4838,1891
14000US27037060729,3849,1510
14000US27037060730,5992,2009
14000US27037060731,4517,1646
14000US27037060732,5559,1792
14000US27037060733,4129,1670
14000US27037060734,4387,1670
14000US27037060735,5157,2028
14000US27037060737,4871,2277
14000US27037060738,3321,1303
14000US27037060739,5666,1919
14000US27037060741,7283,2909
14000US27037060742,3459,1301
14000US27037060743,1672,594
14000US27037060744,1535,552
14000US27037060745,4454,1833
14000US27037060746,3434,1522
14000US27037060747,3747,1568
14000US27037060748,3416,1386
14000US27037060749,1559,853
14000US27037060750,4531,1953
14000US27037060805,3136,1181
14000US27037060806,5548,2059
14000US27037060811,5078,2123
14000US27037060812,6139,2148
14000US27037060813,4675,1768
14000US27037060814,6335,2192
14000US27037060815,5164,1811
14000US27037060816,5890,1696
14000US27037060817,8723,2939
14000US27037060818,7469,2665
14000US27037060819,6660,2065
14000US27037060820,8072,2585
14000US27037060821,6798,2575
14000US27037060822,1252,474
14000US27037060823,3815,1287
14000US27037060824,3716,1423
14000US27037060825,6946,2487
14000US27037060826,7577,3067
14000US27037060828,4179,1672
14000US27037060829,3216,1395
14000US27037060902,4714,1727
14000US27037060904,3632,1468
14000US27037060905,5437,1819
14000US27037060906,3352,1146
14000US27037060907,7251,2262
14000US27037061001,3494,1296
14000US27037061003,1396,554
14000US27037061004,6332,2012
14000US27037061005,2513,943
14000US27037061007,4866,1748
14000US27037061008,2061,824
14000US27037061009,5931,1992
14000US27037061102,5036,2003
14000US27037061105,2432,961
14000US27037061106,3096,1477
14000US27037061107,6299,2473
14000US27037061108,6134,2354
14000US27037061401,3121,1106
14000US27037061402,3756,1388
14000US27037061501,2491,896
14000US27037061502,2912,1068
14000US27039950100,4529,1629
14000US27039950200,4073,1501
14000US27039950300,2484,963
14000US27039950400,3527,1321
14000US27039950500,5748,2169
14000US27041450100,3140,1255
14000US27041450200,3741,1524
14000US27041450500,4563,1783
14000US27041450600,5828,2698
14000US27041450701,5431,2625
14000US27041450702,2769,1205
14000US27041450800,3528,1394
14000US27041450900,3434,1369
14000US27041451000,4428,1835
14000US27043460100,1865,808
14000US27043460200,2189,982
14000US27043460300,1844,786
14000US27043460400,3289,1559
14000US27043460500,2282,1029
14000US27043460600,2650,1183
14000US27045960100,3515,1347
14000US27045960200,4509,1820
14000US27045960300,3500,1545
14000US27045960400,3225,1264
14000US27045960500,3113,1248
14000US27045960600,3015,1316
14000US27047180100,2921,1113
14000US27047180200,2491,1044
14000US27047180300,3393,1402
14000US27047180400,3150,1339
14000US27047180500,4188,1842
14000US27047180600,3912,1743
14000US27047180700,2580,998
14000US27047180800,2498,1033
14000US27047180900,3336,1571
14000US27047181000,2282,961
14000US27049080101,3784,1870
14000US27049080102,5852,2455
14000US27049080200,7393,2910
14000US27049080300,3926,1647
14000US27049080400,4126,1530
14000US27049080500,3329,1276
14000US27049080600,4603,1904
14000US27049080700,3498,1407
14000US27049080800,4173,1646
14000US27049080900,5766,2406
14000US27051070100,3217,1392
14000US27051070200,2726,1155
14000US27053000101,3226,1098
14000US27053000102,5475,1787
14000US27053000300,3200,1364
14000US27053000601,5051,1972
14000US27053000603,2843,1249
14000US27053001100,2036,852
14000US27053001700,2282,958
14000US27053002200,1441,394
14000US27053002400,2276,1172
14000US27053002700,2754,861
14000US27053003200,1782,611
14000US27053003300,2392,662
14000US27053003800,5498,2024
14000US27053005901,3061,1628
14000US27053005902,3020,1024
14000US27053006800,4011,2366
14000US27053007700,3727,2064
14000US27053007801,1837,652
14000US27053008100,3415,1899
14000US27053008200,4645,2084
14000US27053008300,2201,588
14000US27053008400,2895,783
14000US27053008500,4754,1515
14000US27053009500,3195,1050
14000US27053009600,3592,1383
14000US27053010600,2842,1157
14000US27053010700,2493,945
14000US27053011000,3692,1549
14000US27053011703,4252,1681
14000US27053011704,3177,1303
14000US27053011800,4776,2017
14000US27053011998,4240,1996
14000US27053012001,5735,2373
14000US27053012003,5247,2141
14000US27053012101,3006,1259
14000US27053012102,2922,1344
14000US27053020101,3233,1178
14000US27053020102,2249,1045
14000US27053020200,8035,2843
14000US27053020301,2622,892
14000US27053020302,2515,944
14000US27053020303,3539,1191
14000US27053020304,3197,1180
14000US27053020400,4891,1893
14000US27053020500,3705,1277
14000US27053020600,2281,825
14000US27053020700,4175,1605
14000US27053020801,2060,866
14000US27053020804,3086,1243
14000US27053020902,2233,905
14000US27053020903,3354,1331
14000US27053021001,5673,2470
14000US27053021002,1992,888
14000US27053021100,1914,808
14000US27053021200,4550,1823
14000US27053021300,4744,2238
14000US27053021400,3174,1238
14000US27053021501,4195,1648
14000US27053021502,4117,1553
14000US27053021503,4960,2105
14000US27053021504,3364,1477
14000US27053021505,4387,1866
14000US27053021601,4226,1860
14000US27053021602,6088,2519
14000US27053021700,5151,2228
14000US27053021800,2106,981
14000US27053021900,3469,1454
14000US27053022000,1521,932
14000US27053022101,2628,1167
14000US27053022102,2711,1299
14000US27053022200,4480,2194
14000US27053022301,2212,1020
14000US27053022302,3107,1385
14000US27053022400,3988,1594
14000US27053022700,4419,1900
14000US27053022801,2041,792
14000US27053022802,3326,1913
14000US27053022901,5131,2786
14000US27053022902,1663,654
14000US27053023000,4452,2248
14000US27053023100,1839,642
14000US27053023200,5849,2740
14000US27053023300,6097,2646
14000US27053023400,6131,2702
14000US27053023501,3718,1776
14000US27053023502,5395,2406
14000US27053023600,3888,1345
14000US27053023700,4616,1863
14000US27053023801,5303,1915
14000US27053023802,2885,1111
14000US27053023901,3520,1265
14000US27053023902,2128,699
14000US27053023903,3227,1521
14000US27053024003,5038,2113
14000US27053024004,4181,2646
14000US27053024005,2196,1246
14000US27053024006,2042,777
14000US27053024100,3601,1466
14000US27053024200,3043,1290
14000US27053024300,4589,1952
14000US27053024400,3789,2316
14000US27053024500,2315,885
14000US27053024600,3915,1776
14000US27053024700,3219,1253
14000US27053024801,2426,886
14000US27053024802,2729,1076
14000US27053024901,1003,339
14000US27053024902,2781,816
14000US27053024903,2502,833
14000US27053025100,2762,1247
14000US27053025201,5296,1845
14000US27053025205,5370,1915
14000US27053025301,2762,1207
14000US27053025302,4277,1847
14000US27053025401,4071,1568
14000US27053025403,4080,1694
14000US27053025601,2371,1135
14000US27053025603,3966,1590
14000US27053025605,3555,1661
14000US27053025701,6810,2878
14000US27053025702,4506,1953
14000US27053025801,3064,1532
14000US27053025802,2231,908
14000US27053025803,3003,1284
14000US27053025805,2782,1022
14000US27053025903,6241,2771
14000US27053025905,3572,1653
14000US27053025906,6120,2727
14000US27053025907,4591,2128
14000US27053026005,3820,1506
14000US27053026006,2926,1382
14000US27053026007,4845,2076
14000US27053026013,4738,1650
14000US27053026014,5155,1991
14000US27053026015,5340,2086
14000US27053026016,6949,2746
14000US27053026018,7385,2651
14000US27053026019,6124,2606
14000US27053026020,4686,2045
14000US27053026021,4323,1655
14000US27053026022,6915,2321
14000US27053026101,3188,1277
14000US27053026103,2864,1126
14000US27053026104,4364,2285
14000US27053026201,3386,1166
14000US27053026202,2770,1135
14000US27053026205,3232,1286
14000US27053026206,3441,1476
14000US27053026207,4135,1770
14000US27053026208,3198,1222
14000US27053026301,3430,1449
14000US27053026302,3338,1352
14000US27053026402,5866,3226
14000US27053026403,3236,1680
14000US27053026404,5203,2303
14000US27053026505,3651,1492
14000US27053026507,4733,2139
14000US27053026508,4886,2184
14000US27053026509,4609,1747
14000US27053026510,3580,1693
14000US27053026511,3667,1527
14000US27053026512,6174,2607
14000US27053026514,4795,2276
14000US27053026605,3545,1352
14000US27053026606,5074,1811
14000US27053026609,2893,1174
14000US27053026610,4596,1659
14000US27053026611,4749,2403
14000US27053026612,10227,3881
14000US27053026613,8241,2800
14000US27053026702,2612,1177
14000US27053026706,3583,1329
14000US27053026707,4743,1823
14000US27053026708,5743,2295
14000US27053026710,8772,3852
14000US27053026711,2815,1211
14000US27053026712,3172,1410
14000US27053026713,4293,1888
14000US27053026714,9989,3893
14000US27053026715,15391,4925
14000US27053026716,8468,2833
14000US27053026807,5789,2244
14000US27053026809,5483,1851
14000US27053026810,5920,2073
14000US27053026811,5764,1817
14000US27053026812,6310,2132
14000US27053026814,6538,1941
14000US27053026815,5364,1792
14000US27053026816,6635,2214
14000US27053026818,5096,1693
14000US27053026819,4645,2082
14000US27053026820,11819,3670
14000US27053026822,4792,1850
14000US27053026823,4668,1485
14000US27053026903,4474,1636
14000US27053026906,7846,2770
14000US27053026907,5577,1966
14000US27053026908,6032,2298
14000US27053026909,12829,4272
14000US27053026910,5031,1747
14000US27053027001,3185,1103
14000US27053027002,5499,1998
14000US27053027101,6305,2200
14000US27053027102,5572,1973
14000US27053027201,6376,2481
14000US27053027202,1704,733
14000US27053027203,3824,1839
14000US27053027300,4296,2081
14000US27053027400,4235,1523
14000US27053027501,4634,2108
14000US27053027503,4216,1509
14000US27053027504,3307,1252
14000US27053027601,3862,1659
14000US27053027602,5444,2363
14000US27053027700,9559,3264
14000US27053100200,3400,1616
14000US27053100400,3247,1073
14000US27053100500,2149,972
14000US27053100700,2980,1157
14000US27053100800,3676,1236
14000US27053100900,4700,1508
14000US27053101200,4488,2088
14000US27053101300,1976,560
14000US27053101600,2374,863
14000US27053101800,4283,1513
14000US27053101900,2643,1445
14000US27053102000,2524,842
14000US27053102100,2463,692
14000US27053102300,1415,679
14000US27053102500,2900,1323
14000US27053102600,1757,697
14000US27053102800,3261,961
14000US27053102900,1476,446
14000US27053103000,1727,753
14000US27053103100,2168,1140
14000US27053103400,3194,1127
14000US27053103600,2193,1268
14000US27053103700,3370,1816
14000US27053103900,2882,963
14000US27053104000,7453,2454
14000US27053104100,3826,1423
14000US27053104400,2328,1149
14000US27053104800,8576,3149
14000US27053104900,10976,1838
14000US27053105100,2798,1272
14000US27053105201,3009,2080
14000US27053105204,2680,1841
14000US27053105400,3555,1772
14000US27053105500,3854,2364
14000US27053105600,4161,3014
14000US27053105700,2802,2069
14000US27053106000,3008,1270
14000US27053106200,3707,1801
14000US27053106400,1799,1006
14000US27053106500,4372,2210
14000US27053106600,2465,1170
14000US27053106700,4475,2734
14000US27053106900,2726,1290
14000US27053107000,4289,1935
14000US27053107400,1651,739
14000US27053107500,1870,862
14000US27053107600,3621,1631
14000US27053108000,3348,1965
14000US27053108600,3021,1033
14000US27053108700,3600,1430
14000US27053108800,3434,1700
14000US27053108900,2265,985
14000US27053109000,1709,798
14000US27053109100,4819,2666
14000US27053109200,3498,1908
14000US27053109300,3831,1879
14000US27053109400,2360,607
14000US27053109700,2414,902
14000US27053109800,4309,1746
14000US27053109900,3785,1722
14000US27053110000,1977,576
14000US27053110100,2842,1227
14000US27053110200,3329,1466
14000US27053110400,3108,1318
14000US27053110500,4864,2136
14000US27053110800,4666,1902
14000US27053110900,3411,1401
14000US27053111100,3158,1454
14000US27053111200,3129,1343
14000US27053111300,4914,1919
14000US27053111400,4058,1491
14000US27053111500,5231,2159
14000US27053111600,3327,1279
14000US27053122500,3520,1608
14000US27053122600,2287,1022
14000US27053125500,3650,1648
14000US27053125600,3039,1197
14000US27053125700,4044,1062
14000US27053125800,5196,1570
14000US27053125900,4743,1210
14000US27053126000,5190,2090
14000US27053126100,6741,3182
14000US27053126200,5072,2864
14000US27053980000,291,159
14000US27055020100,5757,2462
14000US27055020200,3529,1519
14000US27055020300,2629,1083
14000US27055020500,3143,1359
14000US27055020900,3733,1566
14000US27057070100,4517,1796
14000US27057070200,2344,1085
14000US27057070300,2102,915
14000US27057070400,2844,1241
14000US27057070500,2924,1214
14000US27057070600,3698,1558
14000US27057070700,2211,932
14000US27059130100,3579,1295
14000US27059130200,3462,1390
14000US27059130301,9007,3313
14000US27059130302,2760,1054
14000US27059130400,4003,1427
14000US27059130501,5501,1920
14000US27059130502,6437,2636
14000US27059130600,3712,1368
14000US27061480100,2584,1164
14000US27061480300,4461,1782
14000US27061480400,3804,1633
14000US27061480500,2548,1125
14000US27061480600,2751,1144
14000US27061480700,5040,2050
14000US27061480801,2628,1066
14000US27061480802,6161,2777
14000US27061480900,7000,2865
14000US27061481000,5806,2508
14000US27061940000,2573,1012
14000US27063480100,2362,979
14000US27063480200,2235,937
14000US27063480300,2275,957
14000US27063480400,3291,1462
14000US27065480100,3357,1388
14000US27065480200,3713,1480
14000US27065480300,3893,1509
14000US27065480400,4955,1913
14000US27067770900,3075,1243
14000US27067780100,2504,1055
14000US27067780200,2290,943
14000US27067780300,4196,1688
14000US27067780400,3840,1521
14000US27067780500,4666,1792
14000US27067780600,4815,1777
14000US27067780700,3800,1544
14000US27067780800,2325,844
14000US27067781000,5333,2092
14000US27067781100,2804,1142
14000US27067781200,2862,1096
14000US27069090100,2455,1060
14000US27069090200,1981,853
14000US27071790100,2106,941
14000US27071790200,5280,2336
14000US27071790300,3169,1389
14000US27071790500,2375,1066
14000US27073180100,2224,1035
14000US27073180200,1702,766
14000US27073180300,2990,1310
14000US27075370100,4676,2269
14000US27075370300,2190,1089
14000US27075370400,3855,1849
14000US27075990100,0,0
14000US27077460300,1636,661
14000US27077460400,2265,890
14000US27079950100,6831,2399
14000US27079950200,4450,1850
14000US27079950300,4453,1771
14000US27079950400,3801,1587
14000US27079950500,4240,1633
14000US27079950600,3875,1565
14000US27081201001,3004,1332
14000US27081201002,2789,1145
14000US27083360100,3832,1467
14000US27083360200,3207,1201
14000US27083360300,4942,2025
14000US27083360400,4067,1725
14000US27083360500,4648,1618
14000US27083360600,2805,1146
14000US27083360700,2169,890
14000US27085950100,5412,2168
14000US27085950200,4144,1578
14000US27085950300,5564,2718
14000US27085950400,7618,3039
14000US27085950500,2786,1150
14000US27085950600,4697,1798
14000US27085950700,5705,2329
14000US27087940100,3012,1130
14000US27087940300,2468,847
14000US27089080100,2218,973
14000US27089080200,2277,961
14000US27089080300,2304,964
14000US27089080400,2607,1093
14000US27091790100,2942,1255
14000US27091790200,2589,1060
14000US27091790300,2406,971
14000US27091790400,1861,780
14000US27091790500,6084,2818
14000US27091790600,4311,1893
14000US27093560100,5049,1872
14000US27093560200,4930,1957
14000US27093560300,3772,1522
14000US27093560400,3142,1256
14000US27093560500,3222,1316
14000US27093560600,2979,1196
14000US27095170400,5442,1881
14000US27095170500,4360,1687
14000US27095170600,2940,1049
14000US27095170700,5540,2323
14000US27095970100,2075,950
14000US27095970200,2917,1094
14000US27095970300,2514,1028
14000US27097780100,2952,1272
14000US27097780200,3960,1570
14000US27097780300,6159,2366
14000US27097780400,2628,983
14000US27097780500,4971,1880
14000US27097780600,5440,2511
14000US27097780700,2453,1062
14000US27097780800,4287,1631
14000US27099000100,1968,822
14000US27099000200,2731,1122
14000US27099000300,4804,1936
14000US27099000410,4540,1880
14000US27099000600,3226,1256
14000US27099000800,3896,1491
14000US27099000900,4557,1611
14000US27099001000,3790,1499
14000US27099001200,2000,777
14000US27099001300,4375,1761
14000US27099001400,3361,1259
14000US27101900100,2032,864
14000US27101900200,3233,1373
14000US27101900300,3198,1478
14000US27103480100,3295,1319
14000US27103480200,5583,2180
14000US27103480300,4713,1845
14000US27103480400,6180,1467
14000US27103480501,6602,2852
14000US27103480502,3307,1293
14000US27103480600,3546,1603
14000US27105105100,2793,1149
14000US27105105200,3180,1329
14000US27105105300,2444,957
14000US27105105400,4807,1358
14000US27105105500,3712,1324
