Geo_GEOID,SE_T004_001,SE_T017_001
14000US01115040300,5740,2179
14000US01115040401,5411,1860
14000US01115040402,3764,1406
14000US01115040501,11697,4082
14000US01115040502,10053,2822
14000US01117030102,4169,1502
14000US01117030103,1043,376
14000US01117030211,3160,1040
14000US01117030212,3293,1877
14000US01117030213,4617,1877
14000US01117030214,8493,2719
14000US01117030215,4205,1624
14000US01117030216,7059,2668
14000US01117030217,5666,2183
14000US01117030303,7890,3530
14000US01117030304,6028,2174
14000US01117030305,4142,1364
14000US01117030306,3621,1265
14000US01117030314,3469,1648
14000US01117030315,5640,2201
14000US01117030316,5958,2063
14000US01117030317,4077,1518
14000US01117030319,2532,803
14000US01117030320,5514,1947
14000US01117030330,5322,2088
14000US01117030331,4320,1429
14000US01117030332,1191,455
14000US01117030333,5110,2031
14000US01117030334,4001,1401
14000US01117030336,6515,2202
14000US01117030337,1794,630
14000US01117030340,5980,2015
14000US01117030341,2347,981
14000US01117030342,2443,733
14000US01117030344,3068,1372
14000US01117030345,2935,1026
14000US01117030405,1359,505
14000US01117030406,3438,1233
14000US01117030407,2246,553
14000US01117030408,2896,1194
14000US01117030501,7293,2584
14000US01117030502,2572,854
14000US01117030604,7148,2324
14000US01117030605,7726,2889
14000US01117030607,6143,2096
14000US01117030608,3400,1304
14000US01117030609,7222,2761
14000US01117030701,4558,1313
14000US01117030703,3808,1510
14000US01117030704,3997,1508
14000US01117030800,4038,1565
14000US01117030900,2505,1007
14000US01117980000,0,0
14000US01119011300,5460,1925
14000US01119011400,1751,596
14000US01119011500,4801,1812
14000US01119011600,1273,545
14000US01121010101,5177,1747
14000US01121010102,4895,1985
14000US01121010201,3601,1395
14000US01121010202,4184,1644
14000US01121010301,2883,1058
14000US01121010302,4949,2070
14000US01121010400,2565,1045
14000US01121010500,2922,1166
14000US01121010600,2908,1322
14000US01121010700,2896,388
14000US01121010900,3243,1281
14000US01121011000,2975,1208
14000US01121011100,5087,1937
14000US01121011200,2493,846
14000US01121011300,5956,2676
14000US01121011400,2834,1072
14000US01121011500,5628,2132
14000US01121011600,4308,1860
14000US01121011700,4128,1607
14000US01121011800,2137,990
14000US01121011900,2990,1099
14000US01121012000,2298,933
14000US01123961900,2448,965
14000US01123962000,4089,1658
14000US01123962100,4158,1613
14000US01123962200,4581,1860
14000US01123962300,6155,2285
14000US01123962400,4365,1777
14000US01123962501,4305,1839
14000US01123962502,2868,1348
14000US01123962600,1620,713
14000US01123962700,6369,2280
14000US01125010101,4405,1394
14000US01125010102,2789,1037
14000US01125010103,5962,2060
14000US01125010201,3587,1210
14000US01125010202,10579,3271
14000US01125010203,3017,982
14000US01125010204,4629,2073
14000US01125010301,6350,2580
14000US01125010302,3220,1126
14000US01125010303,2535,954
14000US01125010403,4075,1542
14000US01125010404,2511,951
14000US01125010405,4129,1475
14000US01125010406,5110,2056
14000US01125010407,3129,1575
14000US01125010500,2208,755
14000US01125010601,4806,1632
14000US01125010602,10958,3503
14000US01125010701,6818,2192
14000US01125010702,7222,2552
14000US01125010703,2695,924
14000US01125010802,4337,1767
14000US01125010803,3017,978
14000US01125010804,2674,934
14000US01125011200,7471,346
14000US01125011401,2410,621
14000US01125011402,2231,1156
14000US01125011600,3316,1170
14000US01125011701,2888,835
14000US01125011703,4800,1620
14000US01125011800,3633,1130
14000US01125011901,2910,1331
14000US01125011902,1745,720
14000US01125012000,2807,1117
14000US01125012100,5605,2294
14000US01125012303,7749,3177
14000US01125012304,3576,1422
14000US01125012305,5182,1901
14000US01125012403,3183,1341
14000US01125012404,2591,1050
14000US01125012405,7212,2384
14000US01125012501,1834,560
14000US01125012502,6787,2167
14000US01125012503,4693,1469
14000US01125012600,1946,697
14000US01125012700,4808,1626
14000US01125012800,2332,783
14000US01127020100,3013,1192
14000US01127020200,4560,1695
14000US01127020300,6829,2692
14000US01127020400,1974,810
14000US01127020600,2659,927
14000US01127020700,2882,1142
14000US01127020800,5411,2070
14000US01127020900,4832,1847
14000US01127021000,3860,1534
14000US01127021100,3299,1339
14000US01127021200,3385,1192
14000US01127021300,3867,1479
14000US01127021400,3794,1314
14000US01127021500,3168,1330
14000US01127021600,1459,620
14000US01127021700,4449,1702
14000US01127021800,3827,1472
14000US01127021900,2325,837
14000US01129043900,2617,1058
14000US01129044000,3387,1376
14000US01129044100,3257,1219
14000US01129044200,5033,1564
14000US01129044300,2615,896
14000US01131034700,1272,490
14000US01131034800,4865,1713
14000US01131035100,3140,1010
14000US01131035200,1842,579
14000US01133965501,2378,948
14000US01133965502,2521,1074
14000US01133965503,2737,1084
14000US01133965600,5247,1927
14000US01133965700,4576,1768
14000US01133965800,4487,1811
14000US01133965900,2067,824
14000US02013000100,3299,788
14000US02016000100,1004,248
14000US02016000200,4710,938
14000US02020000101,5947,1927
14000US02020000102,5146,1925
14000US02020000201,4860,1578
14000US02020000202,6395,2212
14000US02020000203,11970,3650
14000US02020000204,3650,1091
14000US02020000300,8648,1992
14000US02020000400,5163,1387
14000US02020000500,1869,907
14000US02020000600,5948,2239
14000US02020000701,6157,2018
14000US02020000702,5616,1772
14000US02020000703,5459,1659
14000US02020000801,7000,2377
14000US02020000802,4757,1731
14000US02020000901,5401,1457
14000US02020000902,2913,1338
14000US02020001000,3332,1865
14000US02020001100,924,381
14000US02020001200,3947,1934
14000US02020001300,3119,1172
14000US02020001400,5127,2506
14000US02020001500,5201,2047
14000US02020001601,4461,1430
14000US02020001602,4745,1474
14000US02020001701,7297,2611
14000US02020001702,5396,1889
14000US02020001731,6315,2156
14000US02020001732,6458,2074
14000US02020001801,4828,2019
14000US02020001802,5241,2011
14000US02020001900,4043,1541
14000US02020002000,3496,1412
14000US02020002100,3945,1739
14000US02020002201,5256,1857
14000US02020002202,3259,1296
14000US02020002301,7168,2480
14000US02020002302,5090,1840
14000US02020002303,9192,3278
14000US02020002400,3248,1250
14000US02020002501,5076,1867
14000US02020002502,4796,2143
14000US02020002601,5276,1565
14000US02020002602,6430,2031
14000US02020002603,6155,2096
14000US02020002702,10353,3473
14000US02020002711,6762,2304
14000US02020002712,9340,3133
14000US02020002811,6258,2614
14000US02020002812,8143,2520
14000US02020002813,5300,1766
14000US02020002821,5337,1625
14000US02020002822,4039,1407
14000US02020002823,5483,1876
14000US02020002900,2586,1027
14000US02050000100,10087,2193
14000US02050000200,6365,1927
14000US02050000300,1433,435
14000US02060000100,942,360
14000US02068000100,2125,707
14000US02070000100,2675,605
14000US02070000200,2305,770
14000US02090000100,1474,890
14000US02090000200,3609,1241
14000US02090000300,4364,1646
14000US02090000400,4932,1782
14000US02090000500,2710,1085
14000US02090000600,4516,1591
14000US02090000700,4391,1605
14000US02090000800,5770,1962
14000US02090000900,5781,2332
14000US02090001000,1631,579
14000US02090001100,8811,1986
14000US02090001200,7279,2664
14000US02090001300,6805,2041
14000US02090001400,7178,2724
14000US02090001500,11335,3672
14000US02090001600,4845,1726
14000US02090001700,1205,460
14000US02090001800,2884,858
14000US02090001900,10630,4459
14000US02100000100,2528,1170
14000US02105000200,64,29
14000US02105000300,2043,807
14000US02110000100,4651,1854
14000US02110000200,7486,2619
14000US02110000300,5829,2007
14000US02110000400,5004,1526
14000US02110000500,3437,1640
14000US02110000600,6117,2492
14000US02122000100,464,84
14000US02122000200,6284,2040
14000US02122000300,1177,449
14000US02122000400,6646,2441
14000US02122000500,6871,2557
14000US02122000600,7551,3085
14000US02122000700,9941,3685
14000US02122000800,3677,1576
14000US02122000900,2314,862
14000US02122001000,4305,1743
14000US02122001100,3205,1147
14000US02122001200,961,385
14000US02122001300,4241,1427
14000US02130000100,3459,1306
14000US02130000200,4860,1923
14000US02130000300,3061,1217
14000US02130000400,2335,763
14000US02150000100,1948,710
14000US02150000200,7024,2446
14000US02150000300,2773,660
14000US02150000400,820,375
14000US02150000500,1353,394
14000US02158000100,7993,1734
14000US02164000100,1411,468
14000US02170000101,516,239
14000US02170000102,2224,914
14000US02170000200,2056,555
14000US02170000300,6507,1939
14000US02170000401,2028,690
14000US02170000402,2102,721
14000US02170000501,1984,673
14000US02170000502,2126,696
14000US02170000601,5195,1508
14000US02170000603,7252,2095
14000US02170000604,4744,1494
14000US02170000701,3150,1121
14000US02170000703,3883,1172
14000US02170000705,4416,1244
14000US02170000706,5951,1668
14000US02170000800,5447,1820
14000US02170000900,2959,1011
14000US02170001001,3732,1149
14000US02170001003,3952,1256
14000US02170001004,5229,1655
14000US02170001100,6073,1850
14000US02170001201,5536,1788
14000US02170001202,5417,1617
14000US02170001300,6200,1964
14000US02180000100,5848,1517
14000US02180000200,4031,1362
14000US02185000100,4377,1370
14000US02185000200,2412,648
14000US02185000300,2892,0
14000US02188000100,4435,956
14000US02188000200,3288,948
14000US02195000200,3196,1237
14000US02198000100,2188,885
14000US02198000200,2519,933
14000US02198000300,0,0
14000US02198940100,1667,449
14000US02220000100,3455,1382
14000US02220000200,5466,2122
14000US02230000100,1014,428
14000US02240000100,2187,774
14000US02240000400,4783,1311
14000US02261000100,2037,627
14000US02261000200,3047,977
14000US02261000300,4438,1333
14000US02275000300,2401,1045
14000US02282000100,646,247
14000US02290000100,1217,467
14000US02290000200,1363,479
14000US02290000300,1959,651
14000US02290000400,1061,384
14000US04001942600,1534,392
14000US04001942700,4663,1219
14000US04001944000,6186,1524
14000US04001944100,5915,1227
14000US04001944201,4524,1119
14000US04001944202,4592,1068
14000US04001944300,7307,1924
14000US04001944901,3948,953
14000US04001944902,4816,1276
14000US04001945001,5082,1253
14000US04001945002,3950,989
14000US04001945100,2433,578
14000US04001970200,4511,1718
14000US04001970300,3959,1026
14000US04001970501,5067,1582
14000US04001970502,3859,1503
14000US04003000100,1483,729
14000US04003000201,3238,1305
14000US04003000202,3972,1548
14000US04003000203,2701,1371
14000US04003000301,3982,1862
14000US04003000302,4744,2119
14000US04003000303,3277,1445
14000US04003000400,2055,1037
14000US04003000500,9867,1437
14000US04003000600,3380,987
14000US04003000700,4129,1147
14000US04003000800,3465,1288
14000US04003000901,2200,788
14000US04003000902,1598,616
14000US04003001000,1465,806
14000US04003001100,3536,1622
14000US04003001200,2798,1245
14000US04003001300,5427,2389
14000US04003001401,4959,676
14000US04003001402,1028,234
14000US04003001501,3155,1439
14000US04003001502,4024,1578
14000US04003001601,5341,1998
14000US04003001602,3090,1502
14000US04003001701,3631,1643
14000US04003001702,3958,1694
14000US04003001703,4879,2062
14000US04003001800,8888,3810
14000US04003001900,6733,2650
14000US04003002001,5383,2201
14000US04003002002,4921,1806
14000US04003002100,4870,2196
14000US04005000100,3524,1356
14000US04005000200,3744,1683
14000US04005000300,6688,2445
14000US04005000400,5447,1786
14000US04005000500,4203,1382
14000US04005000600,5627,2493
14000US04005000700,3611,1452
14000US04005000800,5466,1739
14000US04005000900,6862,2678
14000US04005001000,10962,551
14000US04005001101,4574,1846
14000US04005001102,7345,3287
14000US04005001200,2690,1272
14000US04005001301,5264,1876
14000US04005001302,5710,2037
14000US04005001500,3084,1486
14000US04005001600,3120,1686
14000US04005001700,3542,1466
14000US04005002000,1870,758
14000US04005002100,7532,2357
14000US04005002200,6197,2402
14000US04005002300,5716,2643
14000US04005942201,4041,1059
14000US04005942202,3658,905
14000US04005944900,4861,1250
14000US04005945000,4402,1200
14000US04005945100,3667,1048
14000US04005945200,4657,1223
14000US04007000100,1815,925
14000US04007000200,2136,947
14000US04007000301,6359,2716
14000US04007000302,2827,1241
14000US04007000400,3740,1922
14000US04007000500,5460,2385
14000US04007000600,1444,642
14000US04007000700,1708,883
14000US04007000800,1601,645
14000US04007000900,2951,1117
14000US04007001000,5284,2175
14000US04007001100,3708,1557
14000US04007001200,5023,1830
14000US04007001300,1124,451
14000US04007940200,2049,501
14000US04007940400,5950,1471
14000US04009940500,4599,1005
14000US04009961100,4742,1531
14000US04009961201,3438,1054
14000US04009961202,3535,1319
14000US04009961300,3589,1155
14000US04009961400,4874,1693
14000US04009961500,4335,1454
14000US04009961600,2713,372
14000US04009961700,5704,1332
14000US04011960100,2594,1007
14000US04011960200,3845,1238
14000US04011960300,2785,1050
14000US04012020100,2322,1087
14000US04012020201,1832,873
14000US04012020202,587,315
14000US04012020501,1919,895
14000US04012020502,4190,2496
14000US04012020602,1418,649
14000US04012940200,3043,973
14000US04012940300,4993,1893
14000US04012980000,0,0
14000US04013010101,4786,2070
14000US04013010102,4440,2092
14000US04013030401,4189,2150
14000US04013030402,4277,1909
14000US04013040502,5050,2397
14000US04013040506,5515,3422
14000US04013040507,6303,3941
14000US04013040512,1703,997
14000US04013040513,2955,1694
14000US04013040514,2936,1768
14000US04013040515,4681,1860
14000US04013040516,4420,1878
14000US04013040517,7556,2584
14000US04013040518,6953,2434
14000US04013040519,4911,1978
14000US04013040520,4369,1405
14000US04013040521,7245,2038
14000US04013040522,4360,2559
14000US04013040523,2872,1596
14000US04013040524,1433,778
14000US04013040525,3370,1808
14000US04013040526,2065,1220
14000US04013040527,3674,1639
14000US04013040528,6239,3411
14000US04013040529,3059,1744
14000US04013040530,3880,1426
14000US04013040531,3747,2050
14000US04013050603,4935,1622
14000US04013050604,3735,1094
14000US04013050605,7542,2223
14000US04013050606,7462,2520
14000US04013050607,7540,2087
14000US04013050608,8028,2336
14000US04013050609,4730,1598
14000US04013050610,9417,2684
14000US04013050611,5168,1373
14000US04013050701,5455,1670
14000US04013050702,5024,1599
14000US04013060801,5879,2111
14000US04013060802,2607,747
14000US04013060901,4867,1421
14000US04013060902,3360,839
14000US04013060903,5759,1419
14000US04013060904,3618,1048
14000US04013061009,9735,3504
14000US04013061010,4756,1980
14000US04013061011,6526,1778
14000US04013061012,8156,2804
14000US04013061013,6537,1855
14000US04013061014,6121,2160
14000US04013061015,5659,1859
14000US04013061016,5610,1731
14000US04013061017,3389,0
14000US04013061018,4413,2548
14000US04013061019,3972,1172
14000US04013061020,3823,1182
14000US04013061021,2110,521
14000US04013061022,10162,3056
14000US04013061023,11377,3499
14000US04013061024,2198,641
14000US04013061025,9864,2760
14000US04013061026,5636,1765
14000US04013061027,4797,1918
14000US04013061028,2786,1100
14000US04013061029,4506,1942
14000US04013061030,7930,2325
14000US04013061031,4150,1356
14000US04013061032,6465,1817
14000US04013061033,6698,2074
14000US04013061034,7404,2120
14000US04013061035,7428,2411
14000US04013061036,3453,872
14000US04013061037,5075,1540
14000US04013061038,4723,1468
14000US04013061039,4496,1157
14000US04013061040,4409,1428
14000US04013061041,4548,1344
14000US04013061042,2091,933
14000US04013061043,2678,728
14000US04013061044,7644,2203
14000US04013061045,5829,1806
14000US04013061046,5832,1909
14000US04013061047,3528,996
14000US04013061100,2693,623
14000US04013061200,6227,1930
14000US04013061300,1936,657
14000US04013061401,1981,586
14000US04013061402,5517,1603
14000US04013071503,4857,2993
14000US04013071504,3440,2154
14000US04013071505,6713,3767
14000US04013071506,4206,2405
14000US04013071509,6287,2022
14000US04013071510,4080,1243
14000US04013071511,3689,1441
14000US04013071512,6355,1934
14000US04013071513,1603,550
14000US04013071514,4213,1482
14000US04013071515,3494,1515
14000US04013071516,3085,1786
14000US04013071517,3911,1281
14000US04013071600,3773,1538
14000US04013071701,2944,838
14000US04013071702,2923,1918
14000US04013071801,4755,2681
