Geo_GEOID,Geo_NAME,SE_T004_001,SE_T017_001
05000US42087,"Mifflin County, Pennsylvania",46585,18695
05000US42089,"Monroe County, Pennsylvania",167126,57127
05000US42091,"Montgomery County, Pennsylvania",815876,309884
05000US42093,"Montour County, Pennsylvania",18404,7361
05000US42095,"Northampton County, Pennsylvania",300520,112819
05000US42097,"Northumberland County, Pennsylvania",93590,39192
05000US42099,"Perry County, Pennsylvania",45647,17883
05000US42101,"Philadelphia County, Pennsylvania",1559938,582594
05000US42103,"Pike County, Pennsylvania",56210,21135
05000US42105,"Potter County, Pennsylvania",17239,6623
05000US42107,"Schuylkill County, Pennsylvania",145503,58341
05000US42109,"Snyder County, Pennsylvania",40246,14528
05000US42111,"Somerset County, Pennsylvania",76201,29630
05000US42113,"Sullivan County, Pennsylvania",6302,2647
05000US42115,"Susquehanna County, Pennsylvania",41832,17368
05000US42117,"Tioga County, Pennsylvania",42031,16340
05000US42119,"Union County, Pennsylvania",45178,14649
05000US42121,"Venango County, Pennsylvania",53460,21962
05000US42123,"Warren County, Pennsylvania",40649,16904
05000US42125,"Washington County, Pennsylvania",208269,83745
05000US42127,"Wayne County, Pennsylvania",51307,19173
05000US42129,"Westmoreland County, Pennsylvania",359377,150697
05000US42131,"Wyoming County, Pennsylvania",27975,10801
05000US42133,"York County, Pennsylvania",440604,168008
05000US44001,"Bristol County, Rhode Island",49228,19299
05000US44003,"Kent County, Rhode Island",164886,68661
05000US44005,"Newport County, Rhode Island",82714,35268
05000US44007,"Providence County, Rhode Island",631344,237459
05000US44009,"Washington County, Rhode Island",126319,49553
05000US45001,"Abbeville County, South Carolina",24951,9499
05000US45003,"Aiken County, South Carolina",165146,64455
05000US45005,"Allendale County, South Carolina",9589,3357
05000US45007,"Anderson County, South Carolina",192709,74814
05000US45009,"Bamberg County, South Carolina",15057,5732
05000US45011,"Barnwell County, South Carolina",21917,8206
05000US45013,"Beaufort County, South Carolina",175316,67345
05000US45015,"Berkeley County, South Carolina",199081,70482
05000US45017,"Calhoun County, South Carolina",14886,6102
05000US45019,"Charleston County, South Carolina",380673,150921
05000US45021,"Cherokee County, South Carolina",56274,20353
05000US45023,"Chester County, South Carolina",32435,12265
05000US45025,"Chesterfield County, South Carolina",46083,18172
05000US45027,"Clarendon County, South Carolina",34056,13282
05000US45029,"Colleton County, South Carolina",37884,14865
05000US45031,"Darlington County, South Carolina",67689,26407
05000US45033,"Dillon County, South Carolina",31273,11133
05000US45035,"Dorchester County, South Carolina",148517,53005
05000US45037,"Edgefield County, South Carolina",26388,9084
05000US45039,"Fairfield County, South Carolina",23025,8878
05000US45041,"Florence County, South Carolina",138575,51749
05000US45043,"Georgetown County, South Carolina",60804,24379
05000US45045,"Greenville County, South Carolina",482191,182466
05000US45047,"Greenwood County, South Carolina",69881,26806
05000US45049,"Hampton County, South Carolina",20296,7290
05000US45051,"Horry County, South Carolina",300418,122125
05000US45053,"Jasper County, South Carolina",27186,9298
05000US45055,"Kershaw County, South Carolina",63090,24106
05000US45057,"Lancaster County, South Carolina",83704,30270
05000US45059,"Laurens County, South Carolina",66442,25465
05000US45061,"Lee County, South Carolina",18189,6400
05000US45063,"Lexington County, South Carolina",277702,107527
05000US45065,"McCormick County, South Carolina",9806,3980
05000US45067,"Marion County, South Carolina",31975,12090
05000US45069,"Marlboro County, South Carolina",27702,9736
05000US45071,"Newberry County, South Carolina",37750,14504
05000US45073,"Oconee County, South Carolina",75375,30867
05000US45075,"Orangeburg County, South Carolina",89731,33361
05000US45077,"Pickens County, South Carolina",120722,45622
05000US45079,"Richland County, South Carolina",401743,147329
05000US45081,"Saluda County, South Carolina",20113,7106
05000US45083,"Spartanburg County, South Carolina",294229,111462
05000US45085,"Sumter County, South Carolina",107682,40815
05000US45087,"Union County, South Carolina",27928,11598
05000US45089,"Williamsburg County, South Carolina",32816,12035
05000US45091,"York County, South Carolina",245606,92298
05000US46003,"Aurora County, South Dakota",2732,1143
05000US46005,"Beadle County, South Dakota",18155,7513
05000US46007,"Bennett County, South Dakota",3445,975
05000US46009,"Bon Homme County, South Dakota",7001,2507
05000US46011,"Brookings County, South Dakota",33435,12361
05000US46013,"Brown County, South Dakota",38430,16128
05000US46015,"Brule County, South Dakota",5312,2083
05000US46017,"Buffalo County, South Dakota",2052,496
05000US46019,"Butte County, South Dakota",10268,4181
05000US46021,"Campbell County, South Dakota",1553,682
05000US46023,"Charles Mix County, South Dakota",9277,3218
05000US46025,"Clark County, South Dakota",3639,1501
05000US46027,"Clay County, South Dakota",14029,5317
05000US46029,"Codington County, South Dakota",27886,11857
05000US46031,"Corson County, South Dakota",4170,1230
05000US46033,"Custer County, South Dakota",8447,3852
05000US46035,"Davison County, South Dakota",19824,8625
05000US46037,"Day County, South Dakota",5588,2562
05000US46039,"Deuel County, South Dakota",4309,1824
05000US46041,"Dewey County, South Dakota",5652,1651
05000US46043,"Douglas County, South Dakota",2961,1278
05000US46045,"Edmunds County, South Dakota",4000,1593
05000US46047,"Fall River County, South Dakota",6874,3082
05000US46049,"Faulk County, South Dakota",2354,974
05000US46051,"Grant County, South Dakota",7195,3230
05000US46053,"Gregory County, South Dakota",4217,1917
05000US46055,"Haakon County, South Dakota",2073,869
05000US46057,"Hamlin County, South Dakota",5995,2209
05000US46059,"Hand County, South Dakota",3311,1468
05000US46061,"Hanson County, South Dakota",3390,1060
05000US46063,"Harding County, South Dakota",1277,495
05000US46065,"Hughes County, South Dakota",17518,7260
05000US46067,"Hutchinson County, South Dakota",7264,2875
05000US46069,"Hyde County, South Dakota",1440,578
05000US46071,"Jackson County, South Dakota",3268,994
05000US46073,"Jerauld County, South Dakota",2029,868
05000US46075,"Jones County, South Dakota",767,419
05000US46077,"Kingsbury County, South Dakota",5070,2331
05000US46079,"Lake County, South Dakota",12331,4696
05000US46081,"Lawrence County, South Dakota",24859,10750
05000US46083,"Lincoln County, South Dakota",51396,18230
05000US46085,"Lyman County, South Dakota",3855,1380
05000US46087,"McCook County, South Dakota",5616,2210
05000US46089,"McPherson County, South Dakota",2252,1004
05000US46091,"Marshall County, South Dakota",4743,1737
05000US46093,"Meade County, South Dakota",26840,10653
05000US46095,"Mellette County, South Dakota",2083,709
05000US46097,"Miner County, South Dakota",2299,974
05000US46099,"Minnehaha County, South Dakota",182014,71569
05000US46101,"Moody County, South Dakota",6445,2661
05000US46102,"Oglala Lakota County, South Dakota",14263,2932
05000US46103,"Pennington County, South Dakota",107298,42225
05000US46105,"Perkins County, South Dakota",3019,1294
05000US46107,"Potter County, South Dakota",2306,1033
05000US46109,"Roberts County, South Dakota",10294,3704
05000US46111,"Sanborn County, South Dakota",2349,1072
05000US46115,"Spink County, South Dakota",6539,2634
05000US46117,"Stanley County, South Dakota",2964,1299
05000US46119,"Sully County, South Dakota",1456,592
05000US46121,"Todd County, South Dakota",10019,2746
05000US46123,"Tripp County, South Dakota",5475,2559
05000US46125,"Turner County, South Dakota",8289,3471
05000US46127,"Union County, South Dakota",14842,6037
05000US46129,"Walworth County, South Dakota",5538,2332
05000US46135,"Yankton County, South Dakota",22649,9035
05000US46137,"Ziebach County, South Dakota",2818,792
05000US47001,"Anderson County, Tennessee",75545,30660
05000US47003,"Bedford County, Tennessee",46331,17053
05000US47005,"Benton County, Tennessee",16173,6786
05000US47007,"Bledsoe County, Tennessee",14073,4635
05000US47009,"Blount County, Tennessee",126192,49379
05000US47011,"Bradley County, Tennessee",102860,39178
05000US47013,"Campbell County, Tennessee",40008,15902
05000US47015,"Cannon County, Tennessee",13855,5392
05000US47017,"Carroll County, Tennessee",28417,11363
05000US47019,"Carter County, Tennessee",56707,23772
05000US47021,"Cheatham County, Tennessee",39575,14543
05000US47023,"Chester County, Tennessee",17355,6001
05000US47025,"Claiborne County, Tennessee",31701,12783
05000US47027,"Clay County, Tennessee",7769,3151
05000US47029,"Cocke County, Tennessee",35256,14564
05000US47031,"Coffee County, Tennessee",53808,21412
05000US47033,"Crockett County, Tennessee",14558,5446
05000US47035,"Cumberland County, Tennessee",57895,24500
05000US47037,"Davidson County, Tennessee",667885,269078
05000US47039,"Decatur County, Tennessee",11703,4792
05000US47041,"DeKalb County, Tennessee",19159,7163
05000US47043,"Dickson County, Tennessee",50926,18876
05000US47045,"Dyer County, Tennessee",37970,15036
05000US47047,"Fayette County, Tennessee",39071,14919
05000US47049,"Fentress County, Tennessee",17936,7390
05000US47051,"Franklin County, Tennessee",41348,16345
05000US47053,"Gibson County, Tennessee",49511,19406
05000US47055,"Giles County, Tennessee",29034,11478
05000US47057,"Grainger County, Tennessee",22813,8865
05000US47059,"Greene County, Tennessee",68502,27461
05000US47061,"Grundy County, Tennessee",13494,5012
05000US47063,"Hamblen County, Tennessee",63203,24442
05000US47065,"Hamilton County, Tennessee",351305,137309
05000US47067,"Hancock County, Tennessee",6609,2751
05000US47069,"Hardeman County, Tennessee",25975,8592
05000US47071,"Hardin County, Tennessee",25839,9940
05000US47073,"Hawkins County, Tennessee",56567,23001
05000US47075,"Haywood County, Tennessee",18129,7056
05000US47077,"Henderson County, Tennessee",27952,10695
05000US47079,"Henry County, Tennessee",32291,13503
05000US47081,"Hickman County, Tennessee",24251,8855
05000US47083,"Houston County, Tennessee",8234,3106
05000US47085,"Humphreys County, Tennessee",18216,6936
05000US47087,"Jackson County, Tennessee",11526,4522
05000US47089,"Jefferson County, Tennessee",52851,19767
05000US47091,"Johnson County, Tennessee",17923,6915
05000US47093,"Knox County, Tennessee",448164,181336
05000US47095,"Lake County, Tennessee",7643,2145
05000US47097,"Lauderdale County, Tennessee",27261,9745
05000US47099,"Lawrence County, Tennessee",42406,16106
05000US47101,"Lewis County, Tennessee",11907,4687
05000US47103,"Lincoln County, Tennessee",33582,13620
05000US47105,"Loudon County, Tennessee",50637,20060
05000US47107,"McMinn County, Tennessee",52606,20016
05000US47109,"McNairy County, Tennessee",26057,9839
05000US47111,"Macon County, Tennessee",22924,8977
05000US47113,"Madison County, Tennessee",98128,37189
05000US47115,"Marion County, Tennessee",28363,11219
05000US47117,"Marshall County, Tennessee",31335,12044
05000US47119,"Maury County, Tennessee",85767,32889
05000US47121,"Meigs County, Tennessee",11804,4675
05000US47123,"Monroe County, Tennessee",45482,17311
05000US47125,"Montgomery County, Tennessee",189709,67090
05000US47127,"Moore County, Tennessee",6314,2560
05000US47129,"Morgan County, Tennessee",21688,7221
05000US47131,"Obion County, Tennessee",30900,12719
05000US47133,"Overton County, Tennessee",22090,8881
05000US47135,"Perry County, Tennessee",7891,3209
05000US47137,"Pickett County, Tennessee",5096,2128
05000US47139,"Polk County, Tennessee",16697,6766
05000US47141,"Putnam County, Tennessee",74652,30100
05000US47143,"Rhea County, Tennessee",32461,12408
05000US47145,"Roane County, Tennessee",52983,21532
05000US47147,"Robertson County, Tennessee",67905,24730
05000US47149,"Rutherford County, Tennessee",290289,103562
05000US47151,"Scott County, Tennessee",22029,8368
05000US47153,"Sequatchie County, Tennessee",14710,5549
05000US47155,"Sevier County, Tennessee",94537,36982
05000US47157,"Shelby County, Tennessee",936990,349956
05000US47159,"Smith County, Tennessee",19176,7555
05000US47161,"Stewart County, Tennessee",13257,5187
05000US47163,"Sullivan County, Tennessee",156644,65896
05000US47165,"Sumner County, Tennessee",172786,63240
05000US47167,"Tipton County, Tennessee",61558,21355
05000US47169,"Trousdale County, Tennessee",7970,2958
05000US47171,"Unicoi County, Tennessee",17945,7628
05000US47173,"Union County, Tennessee",19081,7271
05000US47175,"Van Buren County, Tennessee",5641,2141
05000US47177,"Warren County, Tennessee",40099,15584
05000US47179,"Washington County, Tennessee",126044,52409
05000US47181,"Wayne County, Tennessee",16842,6020
05000US47183,"Weakley County, Tennessee",34024,13459
05000US47185,"White County, Tennessee",26373,9677
05000US47187,"Williamson County, Tennessee",205645,71043
05000US47189,"Wilson County, Tennessee",125616,45431
05000US48001,"Anderson County, Texas",57772,16572
05000US48003,"Andrews County, Texas",17215,5392
05000US48005,"Angelina County, Texas",87657,30495
05000US48007,"Aransas County, Texas",24729,9552
05000US48009,"Archer County, Texas",8750,3331
05000US48011,"Armstrong County, Texas",1913,702
05000US48013,"Atascosa County, Texas",47710,15343
05000US48015,"Austin County, Texas",29107,11222
05000US48017,"Bailey County, Texas",7131,2317
05000US48019,"Bandera County, Texas",21015,8256
05000US48021,"Bastrop County, Texas",78286,25822
05000US48023,"Baylor County, Texas",3639,1703
05000US48025,"Bee County, Texas",32706,8698
05000US48027,"Bell County, Texas",330859,113027
05000US48029,"Bexar County, Texas",1858699,623321
05000US48031,"Blanco County, Texas",10918,4174
05000US48033,"Borden County, Texas",698,251
05000US48035,"Bosque County, Texas",17953,7098
05000US48037,"Bowie County, Texas",93483,33586
05000US48039,"Brazoria County, Texas",338419,114290
05000US48041,"Brazos County, Texas",209896,75797
05000US48043,"Brewster County, Texas",9188,4014
05000US48045,"Briscoe County, Texas",1672,698
05000US48047,"Brooks County, Texas",7217,2031
05000US48049,"Brown County, Texas",37935,13361
05000US48051,"Burleson County, Texas",17417,6385
05000US48053,"Burnet County, Texas",44584,16299
05000US48055,"Caldwell County, Texas",39848,12664
05000US48057,"Calhoun County, Texas",21805,7800
05000US48059,"Callahan County, Texas",13596,5239
05000US48061,"Cameron County, Texas",418785,121290
05000US48063,"Camp County, Texas",12631,4544
05000US48065,"Carson County, Texas",6027,2324
05000US48067,"Cass County, Texas",30346,11770
05000US48069,"Castro County, Texas",7875,2490
05000US48071,"Chambers County, Texas",38072,12967
05000US48073,"Cherokee County, Texas",51257,17683
05000US48075,"Childress County, Texas",7059,2356
05000US48077,"Clay County, Texas",10367,4106
05000US48079,"Cochran County, Texas",2955,1007
05000US48081,"Coke County, Texas",3228,1567
05000US48083,"Coleman County, Texas",8476,3407
05000US48085,"Collin County, Texas",886633,314918
05000US48087,"Collingsworth County, Texas",3032,1097
05000US48089,"Colorado County, Texas",20792,7624
05000US48091,"Comal County, Texas",124234,45338
05000US48093,"Comanche County, Texas",13506,5079
05000US48095,"Concho County, Texas",4142,790
05000US48097,"Cooke County, Texas",38878,14896
05000US48099,"Coryell County, Texas",75710,22791
05000US48101,"Cottle County, Texas",1560,679
05000US48103,"Crane County, Texas",4823,1543
05000US48105,"Crockett County, Texas",3836,1431
05000US48107,"Crosby County, Texas",5987,2110
05000US48109,"Culberson County, Texas",2259,762
05000US48111,"Dallam County, Texas",7052,2360
05000US48113,"Dallas County, Texas",2513054,894542
05000US48115,"Dawson County, Texas",13317,4329
05000US48117,"Deaf Smith County, Texas",19039,6081
05000US48119,"Delta County, Texas",5226,1971
05000US48121,"Denton County, Texas",754650,265790
05000US48123,"DeWitt County, Texas",20660,7105
05000US48125,"Dickens County, Texas",2237,869
05000US48127,"Dimmit County, Texas",10842,3457
05000US48129,"Donley County, Texas",3506,1287
05000US48131,"Duval County, Texas",11510,3892
05000US48133,"Eastland County, Texas",18252,6752
05000US48135,"Ector County, Texas",153177,50950
05000US48137,"Edwards County, Texas",2028,718
05000US48139,"Ellis County, Texas",160225,53803
05000US48141,"El Paso County, Texas",833592,261415
05000US48143,"Erath County, Texas",40641,14197
05000US48145,"Falls County, Texas",17265,5447
05000US48147,"Fannin County, Texas",33757,12022
05000US48149,"Fayette County, Texas",24909,9553
05000US48151,"Fisher County, Texas",3847,1650
05000US48153,"Floyd County, Texas",6088,2444
05000US48155,"Foard County, Texas",1320,526
05000US48157,"Fort Bend County, Texas",683756,214126
05000US48159,"Franklin County, Texas",10571,4114
05000US48161,"Freestone County, Texas",19585,7339
05000US48163,"Frio County, Texas",18542,4660
05000US48165,"Gaines County, Texas",19485,5630
05000US48167,"Galveston County, Texas",314485,115685
05000US48169,"Garza County, Texas",6614,1625
05000US48171,"Gillespie County, Texas",25732,10498
05000US48173,"Glasscock County, Texas",1253,438
05000US48175,"Goliad County, Texas",7463,2798
05000US48177,"Gonzales County, Texas",20370,6611
05000US48179,"Gray County, Texas",23028,8201
05000US48181,"Grayson County, Texas",124231,47161
05000US48183,"Gregg County, Texas",123283,45446
05000US48185,"Grimes County, Texas",27140,9000
05000US48187,"Guadalupe County, Texas",147313,49930
05000US48189,"Hale County, Texas",35007,11335
05000US48191,"Hall County, Texas",3162,1235
05000US48193,"Hamilton County, Texas",8232,3231
05000US48195,"Hansford County, Texas",5552,1979
05000US48197,"Hardeman County, Texas",3952,1590
05000US48199,"Hardin County, Texas",55624,20408
05000US48201,"Harris County, Texas",4434257,1536259
05000US48203,"Harrison County, Texas",66431,23473
05000US48205,"Hartley County, Texas",5966,1812
05000US48207,"Haskell County, Texas",5812,2193
05000US48209,"Hays County, Texas",185686,64324
05000US48211,"Hemphill County, Texas",4151,1374
05000US48213,"Henderson County, Texas",79213,29785
05000US48215,"Hidalgo County, Texas",828334,227477
05000US48217,"Hill County, Texas",34901,12806
05000US48219,"Hockley County, Texas",23377,8103
05000US48221,"Hood County, Texas",54217,21040
05000US48223,"Hopkins County, Texas",35844,13259
05000US48225,"Houston County, Texas",22802,8221
05000US48227,"Howard County, Texas",36423,11229
05000US48229,"Hudspeth County, Texas",3481,940
05000US48231,"Hunt County, Texas",89068,31154
05000US48233,"Hutchinson County, Texas",21782,7910
05000US48235,"Irion County, Texas",1631,632
05000US48237,"Jack County, Texas",8866,3066
05000US48239,"Jackson County, Texas",14678,5164
05000US48241,"Jasper County, Texas",35640,11910
05000US48243,"Jeff Davis County, Texas",2221,1013
05000US48245,"Jefferson County, Texas",252993,94097
05000US48247,"Jim Hogg County, Texas",5218,1592
05000US48249,"Jim Wells County, Texas",41486,13557
05000US48251,"Johnson County, Texas",157544,53880
05000US48253,"Jones County, Texas",19944,5580
05000US48255,"Karnes County, Texas",14984,4288
05000US48257,"Kaufman County, Texas",111830,35739
05000US48259,"Kendall County, Texas",39010,13390
05000US48261,"Kenedy County, Texas",558,170
05000US48263,"Kent County, Texas",667,284
05000US48265,"Kerr County, Texas",50505,20476
05000US48267,"Kimble County, Texas",4453,2119
05000US48269,"King County, Texas",274,114
05000US48271,"Kinney County, Texas",3578,1139
05000US48273,"Kleberg County, Texas",31877,10777
05000US48275,"Knox County, Texas",3807,1374
05000US48277,"Lamar County, Texas",49626,19077
05000US48279,"Lamb County, Texas",13561,4817
05000US48281,"Lampasas County, Texas",20357,7583
05000US48283,"La Salle County, Texas",7319,2101
05000US48285,"Lavaca County, Texas",19654,7741
05000US48287,"Lee County, Texas",16754,6014
05000US48289,"Leon County, Texas",16923,6279
05000US48291,"Liberty County, Texas",78598,25611
05000US48293,"Limestone County, Texas",23469,8046
05000US48295,"Lipscomb County, Texas",3507,1235
05000US48297,"Live Oak County, Texas",11976,3670
05000US48299,"Llano County, Texas",19624,8796
05000US48301,"Loving County, Texas",76,37
05000US48303,"Lubbock County, Texas",294682,109024
05000US48305,"Lynn County, Texas",5723,2157
05000US48307,"McCulloch County, Texas",8242,3101
05000US48309,"McLennan County, Texas",243394,87185
05000US48311,"McMullen County, Texas",671,233
05000US48313,"Madison County, Texas",13843,4121
05000US48315,"Marion County, Texas",10191,4387
05000US48317,"Martin County, Texas",5451,1629
05000US48319,"Mason County, Texas",4064,1688
05000US48321,"Matagorda County, Texas",36719,13666
05000US48323,"Maverick County, Texas",56830,16221
05000US48325,"Medina County, Texas",47920,15104
05000US48327,"Menard County, Texas",2163,936
05000US48329,"Midland County, Texas",155817,53960
05000US48331,"Milam County, Texas",24372,9423
05000US48333,"Mills County, Texas",4871,1875
05000US48335,"Mitchell County, Texas",8995,2660
05000US48337,"Montague County, Texas",19384,8083
05000US48339,"Montgomery County, Texas",518849,179587
05000US48341,"Moore County, Texas",22186,6772
05000US48343,"Morris County, Texas",12653,5015
05000US48345,"Motley County, Texas",1022,475
05000US48347,"Nacogdoches County, Texas",65556,23942
05000US48349,"Navarro County, Texas",48177,17409
05000US48351,"Newton County, Texas",14138,4629
05000US48353,"Nolan County, Texas",15017,5625
05000US48355,"Nueces County, Texas",355667,128133
05000US48357,"Ochiltree County, Texas",10577,3587
05000US48359,"Oldham County, Texas",2069,616
05000US48361,"Orange County, Texas",83751,32269
05000US48363,"Palo Pinto County, Texas",27922,10416
05000US48365,"Panola County, Texas",23771,8905
05000US48367,"Parker County, Texas",123601,43270
05000US48369,"Parmer County, Texas",9921,3219
05000US48371,"Pecos County, Texas",15826,4334
05000US48373,"Polk County, Texas",46583,17790
05000US48375,"Potter County, Texas",121883,43154
05000US48377,"Presidio County, Texas",7144,2565
05000US48379,"Rains County, Texas",11087,4252
05000US48381,"Randall County, Texas",128603,48893
05000US48383,"Reagan County, Texas",3625,1190
05000US48385,"Real County, Texas",3348,1192
05000US48387,"Red River County, Texas",12455,5163
05000US48389,"Reeves County, Texas",14438,3764
05000US48391,"Refugio County, Texas",7315,2761
05000US48393,"Roberts County, Texas",939,342
05000US48395,"Robertson County, Texas",16537,6366
05000US48397,"Rockwall County, Texas",88010,29392
05000US48399,"Runnels County, Texas",10411,3792
05000US48401,"Rusk County, Texas",53197,17795
05000US48403,"Sabine County, Texas",10367,3682
05000US48405,"San Augustine County, Texas",8556,2972
05000US48407,"San Jacinto County, Texas",27172,9631
05000US48409,"San Patricio County, Texas",66706,23237
05000US48411,"San Saba County, Texas",5881,2110
05000US48413,"Schleicher County, Texas",3171,1091
05000US48415,"Scurry County, Texas",17314,5908
05000US48417,"Shackelford County, Texas",3323,1317
05000US48419,"Shelby County, Texas",25705,9120
05000US48421,"Sherman County, Texas",3069,1017
05000US48423,"Smith County, Texas",219745,78040
05000US48425,"Somervell County, Texas",8673,3241
05000US48427,"Starr County, Texas",63008,16219
05000US48429,"Stephens County, Texas",9787,3338
05000US48431,"Sterling County, Texas",1233,453
05000US48433,"Stonewall County, Texas",1233,501
05000US48435,"Sutton County, Texas",3936,1481
05000US48437,"Swisher County, Texas",7639,2630
05000US48439,"Tarrant County, Texas",1947529,682967
05000US48441,"Taylor County, Texas",135234,49489
05000US48443,"Terrell County, Texas",778,396
05000US48445,"Terry County, Texas",12724,4214
05000US48447,"Throckmorton County, Texas",1520,725
05000US48449,"Titus County, Texas",32592,10573
05000US48451,"Tom Green County, Texas",116264,43311
05000US48453,"Travis County, Texas",1148176,437831
05000US48455,"Trinity County, Texas",14360,5459
05000US48457,"Tyler County, Texas",21371,7608
05000US48459,"Upshur County, Texas",40295,13941
05000US48461,"Upton County, Texas",3475,1263
05000US48463,"Uvalde County, Texas",27055,8512
05000US48465,"Val Verde County, Texas",48862,14977
05000US48467,"Van Zandt County, Texas",53070,19059
05000US48469,"Victoria County, Texas",90989,32513
05000US48471,"Walker County, Texas",69926,20695
05000US48473,"Waller County, Texas",47049,14082
05000US48475,"Ward County, Texas",11396,3926
05000US48477,"Washington County, Texas",34544,11984
05000US48479,"Webb County, Texas",266006,71092
05000US48481,"Wharton County, Texas",41377,14979
05000US48483,"Wheeler County, Texas",5642,2330
05000US48485,"Wichita County, Texas",132148,48615
05000US48487,"Wilbarger County, Texas",13061,5219
05000US48489,"Willacy County, Texas",21944,5798
05000US48491,"Williamson County, Texas",490619,165425
05000US48493,"Wilson County, Texas",46444,15474
05000US48495,"Winkler County, Texas",7723,2623
05000US48497,"Wise County, Texas",62089,21427
05000US48499,"Wood County, Texas",43198,16097
05000US48501,"Yoakum County, Texas",8316,2674
05000US48503,"Young County, Texas",18275,7146
05000US48505,"Zapata County, Texas",14335,4501
05000US48507,"Zavala County, Texas",12107,3638
05000US49001,"Beaver County, Utah",6437,2261
05000US49003,"Box Elder County, Utah",51528,16655
05000US49005,"Cache County, Utah",118824,36093
05000US49007,"Carbon County, Utah",20733,7744
05000US49009,"Daggett County, Utah",751,217
05000US49011,"Davis County, Utah",329292,99495
05000US49013,"Duchesne County, Utah",20078,6573
05000US49015,"Emery County, Utah",10570,3514
05000US49017,"Garfield County, Utah",5020,1654
05000US49019,"Grand County, Utah",9428,3820
05000US49021,"Iron County, Utah",47751,15210
05000US49023,"Juab County, Utah",10507,3155
05000US49025,"Kane County, Utah",7216,2592
05000US49027,"Millard County, Utah",12604,4163
05000US49029,"Morgan County, Utah",10645,3079
05000US49031,"Piute County, Utah",1859,545
05000US49033,"Rich County, Utah",2284,625
05000US49035,"Salt Lake County, Utah",1092518,356061
05000US49037,"San Juan County, Utah",15540,3950
05000US49039,"Sanpete County, Utah",28551,8082
05000US49041,"Sevier County, Utah",20913,7121
05000US49043,"Summit County, Utah",39009,14542
05000US49045,"Tooele County, Utah",61986,19066
05000US49047,"Uintah County, Utah",36308,10722
05000US49049,"Utah County, Utah",564177,151342
05000US49051,"Wasatch County, Utah",27895,8693
05000US49053,"Washington County, Utah",151959,50256
05000US49055,"Wayne County, Utah",2716,978
05000US49057,"Weber County, Utah",241328,80159
05000US50001,"Addison County, Vermont",36926,14429
05000US50003,"Bennington County, Vermont",36503,15399
05000US50005,"Caledonia County, Vermont",30859,12098
05000US50007,"Chittenden County, Vermont",160510,64012
05000US50009,"Essex County, Vermont",6173,2691
05000US50011,"Franklin County, Vermont",48625,18472
05000US50013,"Grand Isle County, Vermont",6945,2905
05000US50015,"Lamoille County, Vermont",25136,10342
05000US50017,"Orange County, Vermont",28897,12306
05000US50019,"Orleans County, Vermont",27076,11360
05000US50021,"Rutland County, Vermont",60133,25317
05000US50023,"Washington County, Vermont",58963,24581
05000US50025,"Windham County, Vermont",43609,19011
05000US50027,"Windsor County, Vermont",55894,24184
05000US51001,"Accomack County, Virginia",33060,13819
05000US51003,"Albemarle County, Virginia",104287,39431
05000US51005,"Alleghany County, Virginia",15919,6845
05000US51007,"Amelia County, Virginia",12793,4540
05000US51009,"Amherst County, Virginia",31999,12306
05000US51011,"Appomattox County, Virginia",15314,5972
05000US51013,"Arlington County, Virginia",226092,100707
05000US51015,"Augusta County, Virginia",74330,28425
05000US51017,"Bath County, Virginia",4558,2104
05000US51019,"Bedford County, Virginia",76933,30821
05000US51021,"Bland County, Virginia",6612,2561
05000US51023,"Botetourt County, Virginia",33192,13305
05000US51025,"Brunswick County, Virginia",16573,6148
05000US51027,"Buchanan County, Virginia",23158,9124
05000US51029,"Buckingham County, Virginia",17030,5689
05000US51031,"Campbell County, Virginia",55061,22294
05000US51033,"Caroline County, Virginia",29640,10965
05000US51035,"Carroll County, Virginia",29733,12642
05000US51036,"Charles City County, Virginia",7086,2854
05000US51037,"Charlotte County, Virginia",12232,4594
05000US51041,"Chesterfield County, Virginia",331839,118908
05000US51043,"Clarke County, Virginia",14307,5591
05000US51045,"Craig County, Virginia",5195,2314
05000US51047,"Culpeper County, Virginia",48952,16904
05000US51049,"Cumberland County, Virginia",9769,4085
05000US51051,"Dickenson County, Virginia",15304,6055
05000US51053,"Dinwiddie County, Virginia",28155,10344
05000US51057,"Essex County, Virginia",11130,4447
05000US51059,"Fairfax County, Virginia",1132887,393358
05000US51061,"Fauquier County, Virginia",68025,23890
05000US51063,"Floyd County, Virginia",15587,6303
05000US51065,"Fluvanna County, Virginia",26046,9829
05000US51067,"Franklin County, Virginia",56230,22976
05000US51069,"Frederick County, Virginia",82321,29914
05000US51071,"Giles County, Virginia",16871,7290
05000US51073,"Gloucester County, Virginia",37021,14511
05000US51075,"Goochland County, Virginia",21979,8177
05000US51077,"Grayson County, Virginia",15180,6710
05000US51079,"Greene County, Virginia",19085,7107
05000US51081,"Greensville County, Virginia",11698,3705
05000US51083,"Halifax County, Virginia",35305,14264
05000US51085,"Hanover County, Virginia",102199,37724
05000US51087,"Henrico County, Virginia",321921,125478
05000US51089,"Henry County, Virginia",52209,22136
05000US51091,"Highland County, Virginia",2230,1121
05000US51093,"Isle of Wight County, Virginia",36027,13902
05000US51095,"James City County, Virginia",71900,28352
05000US51097,"King and Queen County, Virginia",7140,2807
05000US51099,"King George County, Virginia",25260,8669
05000US51101,"King William County, Virginia",16156,6066
