Geo_GEOID,Geo_NAME,SE_T001_001,SE_T003_001,SE_T003_002,SE_T003_003,SE_T004_001,SE_T004_002,SE_T004_003,SE_T007_001,SE_T007_002,SE_T007_003,SE_T007_004,SE_T007_005,SE_T007_006,SE_T007_007,SE_T007_008,SE_T007_009,SE_T007_010,SE_T007_011,SE_T007_012,SE_T007_013,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T017_001,SE_T017_002,SE_T017_003,SE_T017_004,SE_T017_005,SE_T017_006,SE_T017_007,SE_T017_008,SE_T017_009,SE_T150_001,SE_T150_002,SE_T150_003,SE_T150_004,SE_T150_005,SE_T150_006,SE_T150_007,SE_T150_008,SE_T030_001,SE_T030_002,SE_T030_003,SE_T033_001,SE_T033_002,SE_T033_003,SE_T033_004,SE_T033_005,SE_T033_006,SE_T033_007,SE_T083_001,SE_T128_001,SE_T128_002,SE_T128_009,SE_T128_010,SE_T128_003,SE_T128_004,SE_T128_005,SE_T128_006,SE_T128_007,SE_T128_008,SE_T129_001,SE_T129_002,SE_T129_003,SE_T129_004,SE_T129_005,SE_T129_006,SE_T129_007,SE_T129_008,SE_T129_009,SE_T129_010,SE_T139_001,SE_T139_002,SE_T139_003,SE_T139_004,SE_T139_005,SE_T139_006,SE_T139_007,SE_T139_008,SE_T139_009,SE_T139_010,SE_T139_011,SE_T139_012,SE_T139_013,SE_T139_014,SE_T139_015,SE_T139_016,SE_T139_017,SE_T139_018,SE_T139_019,SE_T139_020,SE_T139_021,SE_T139_022,SE_T139_023,SE_T139_024,SE_T139_025,SE_T139_026,SE_T139_027,SE_T139_028,SE_T139_029,SE_T139_030,SE_T139_031,SE_T139_032,SE_T139_033,SE_T139_034,SE_T139_035,SE_T139_036,SE_T139_037,SE_T139_038,SE_T139_039,SE_T139_040,SE_T139_041,SE_T139_042,SE_T139_043,SE_T139_044,SE_T139_045,SE_T139_046,SE_T139_047,SE_T139_048,SE_T139_049,SE_T139_050,SE_T139_051,SE_T139_052,SE_T139_053,SE_T139_054,SE_T139_055,SE_T139_056,SE_T139_057,SE_T139_058,SE_T139_059,SE_T139_060,SE_T139_061,SE_T139_062,SE_T139_063,SE_T139_064,SE_T139_065,SE_T139_066,SE_T139_067,SE_T139_068,SE_T139_069,SE_T139_070,SE_T139_071,SE_T139_072,SE_T139_073,SE_T139_074,SE_T139_075,SE_T139_076,SE_T139_077,SE_T139_078,SE_T139_079,SE_T139_080,SE_T139_081,SE_T139_082,SE_T139_083,SE_T139_084,SE_T139_085,SE_T139_086,SE_T139_087,SE_T139_088,SE_T139_089,SE_T139_090,SE_T139_091,SE_T139_092,SE_T139_093,SE_T139_094,SE_T139_095,SE_T139_096,SE_T139_097,SE_T139_098,SE_T139_099,SE_T139_100,SE_T139_101,SE_T139_102,SE_T139_103,SE_T139_104,SE_T139_105,SE_T139_106,SE_T139_107,SE_T139_108,SE_T139_109,SE_T139_110,SE_T139_111,SE_T139_112,SE_T139_113,SE_T139_114,SE_T139_115,SE_T139_116,SE_T139_117,SE_T139_118,SE_T139_119,SE_T139_120,SE_T139_121,SE_T139_122,SE_T139_123,SE_T145_001,SE_T145_002,SE_T145_003,SE_T145_004,SE_T145_005
05000US36069,"Ontario County, New York",109450,662.5264,644.0626,18.46379,109450,53705,55745,109450,5539,5866,7282,4265,10482,11543,12224,16602,16161,11165,5428,2893,109450,102012,2720,416,1308,119,1121,1754,44180,28569,21757,6812,2261,4551,15611,7024,8587,76016,5599,70417,48840,24385,11161,2505,1280,6262,188,6074,89406,57197,27,57170,54018,3152,32209,31524,52951,48038,43738,4300,450,27,152,1987,278,2019,52951,50932,9956,14151,10581,7728,6025,1764,727,2019,4110,1181,289,280,102,167,11,0,9,282,61,34,156,31,0,184,80,96,0,8,0,426,0,48,15,38,0,18,53,138,8,108,0,1114,496,327,327,0,0,22,147,0,155,0,13,127,0,0,15,325,0,0,0,204,35,69,17,112,12,0,0,0,59,0,41,26,125,13,0,1,12,0,3,0,3,71,71,0,38,29,0,1,8,0,4,4,4,0,0,1686,1129,290,0,8,41,62,97,45,37,493,281,101,37,39,26,0,9,0,346,35,0,0,0,7,134,97,35,0,38,0,557,535,22,108522,6305,102217,37031,82352
05000US36071,"Orange County, New York",376242,838.6111,812.3159,26.29513,376242,188285,187957,376242,24715,27889,27684,17562,40168,42061,46689,56374,45919,27583,12935,6663,376242,281602,38663,1320,10058,71,31541,12987,125144,88380,68157,20223,5552,14671,36764,16970,19794,238224,25217,213007,141902,68364,28837,6115,2332,23460,920,22540,290294,188573,4190,184383,172106,12277,101721,31272,171898,145068,127918,17150,10818,128,218,6249,994,8423,171898,163475,22632,42458,26299,20589,20158,16575,14764,8423,40688,7972,1606,1008,402,532,74,483,115,1831,125,216,1153,156,181,1690,197,1210,160,88,35,2806,25,118,348,792,242,265,292,25,0,699,39,7610,2241,1504,1307,101,96,245,492,0,2607,12,123,1548,96,777,51,1809,26,88,11,1157,146,242,139,882,7,491,13,74,115,0,182,71,1368,198,12,67,119,66,347,188,159,26,26,0,720,236,103,244,137,11,68,48,48,0,20,23670,22848,6916,170,265,1944,1328,2275,578,356,10013,6380,114,785,642,1853,32,147,60,5919,639,35,269,171,1162,1887,572,1062,22,62,38,822,804,18,367037,25019,342018,118200,265530
05000US36073,"Orleans County, New York",41938,817.4203,391.2632,426.1572,41938,20887,21051,41938,2067,2333,2405,1684,3754,5240,4866,6759,6029,3941,1951,909,41938,37652,2627,147,277,28,474,733,16132,10687,8002,2685,748,1937,5445,2879,2566,29695,4061,25634,13906,4712,1821,292,99,2186,309,1877,34601,19498,29,19469,18024,1445,15103,23332,17496,16125,14201,1924,200,15,19,337,229,571,17496,16925,3750,4445,2801,2204,2369,1031,325,571,1464,322,35,9,9,0,0,26,0,73,0,0,73,0,0,19,0,19,0,0,0,195,0,33,29,0,0,97,7,15,0,14,0,255,132,74,66,2,6,28,30,0,70,0,0,60,7,0,3,48,0,0,0,39,0,9,0,5,0,0,0,0,0,0,5,0,73,5,0,0,5,0,9,0,9,0,0,0,59,0,0,47,12,0,0,0,0,0,0,814,750,239,0,8,34,3,182,0,12,443,419,0,0,9,15,0,0,0,68,0,0,8,0,49,0,7,4,0,0,0,64,64,0,39187,2999,36188,16231,26664
05000US36075,"Oswego County, New York",120513,1312.063,951.6438,360.4187,120513,60384,60129,120513,6643,7112,7611,4828,14170,14100,13563,18569,16724,10289,4858,2046,120513,115260,1154,187,808,10,958,2136,45374,30494,22000,8494,3141,5353,14880,7344,7536,80149,10788,69361,38163,14453,6104,1043,480,7937,315,7622,97534,57780,107,57673,52399,5274,39754,24284,50895,46023,41314,4709,435,167,116,2118,205,1831,50895,49064,9356,13667,9048,7988,6325,1557,1123,1831,2280,617,149,94,23,60,11,1,54,153,0,9,142,2,0,126,1,86,0,31,8,189,0,5,0,50,14,59,36,0,0,25,0,635,260,111,103,4,4,17,132,0,82,0,0,52,9,0,21,229,0,0,0,57,140,19,13,64,0,24,35,0,0,0,5,0,67,0,0,0,0,0,33,33,0,0,0,0,34,5,0,16,13,0,18,18,18,0,0,943,518,145,1,8,44,53,38,0,1,269,83,2,22,105,34,23,0,0,104,30,0,35,2,15,8,3,11,0,0,0,425,420,5,119812,8454,111358,50116,77555
05000US36077,"Otsego County, New York",60979,1015.758,1001.727,14.03061,60979,29517,31462,60979,2559,2701,3071,1943,10836,5777,5737,8153,8900,6374,3482,1446,60979,57344,1103,167,743,1,475,1146,23539,14662,11369,3293,1130,2163,8877,4100,4777,39869,3798,36071,22845,11364,5297,1679,739,5371,212,5159,52125,30390,15,30375,28287,2088,21735,24989,27541,22679,20288,2391,606,0,125,2315,147,1669,27541,25872,5920,7544,5220,3909,2014,727,538,1669,2185,983,235,159,38,86,35,23,53,285,0,47,180,39,19,75,14,53,8,0,0,358,0,22,4,65,91,88,15,13,40,20,30,533,259,144,130,7,7,37,78,0,120,0,4,67,13,13,23,121,3,4,15,40,26,11,22,33,0,4,22,0,1,0,6,0,103,26,13,2,11,0,11,0,11,40,40,0,26,10,0,15,1,0,11,11,9,2,0,555,429,163,2,0,71,28,24,22,16,66,34,0,0,32,0,0,0,0,200,18,0,18,0,105,15,24,9,0,3,8,126,126,0,60310,4368,55942,22155,43306
05000US36079,"Putnam County, New York",99408,246.2509,230.3116,15.93938,99408,49388,50020,99408,4501,5784,6617,4405,8332,9998,12409,17805,14789,9136,4000,1632,99408,89000,2354,747,2235,15,3011,2046,34102,25910,21711,4199,1215,2984,8192,4001,4191,69769,5103,64666,45860,27163,11419,2455,1086,5440,68,5372,81091,54636,26,54610,51246,3364,26455,41993,49848,42036,37326,4710,4287,34,106,639,154,2592,49848,47256,3567,8974,5692,7278,10747,6398,4600,2592,12555,4941,833,279,95,156,28,445,109,394,23,47,259,40,25,1498,105,1074,233,78,8,2216,34,56,48,403,103,67,65,25,217,1198,0,1577,718,627,566,22,39,44,47,0,464,0,22,394,5,28,15,207,12,0,0,96,46,18,35,188,0,50,8,34,41,0,55,0,145,19,12,0,7,0,26,0,26,15,15,0,65,8,4,49,4,20,30,27,8,19,3,5862,5560,888,0,60,247,88,234,84,175,2919,394,0,285,2140,67,13,20,0,1753,150,8,341,0,179,502,70,398,0,50,55,302,302,0,98778,6439,92339,23655,80831
05000US36081,"Queens County, New York",2310011,178.0313,108.7681,69.26323,2310011,1120010,1190001,2310011,144634,127945,123991,76308,206170,375623,328408,325624,285455,174397,95976,45480,2310011,936414,423451,8976,572759,1091,288733,78587,779304,525378,349676,175702,50352,125350,253926,115191,138735,1630963,315505,1315458,870682,499006,182571,44965,14937,99247,3379,95868,1888346,1215483,629,1214854,1120583,94271,672863,27631,1090910,417418,345193,72225,572196,798,5920,62474,5334,26770,1090910,1064140,30858,122434,122956,217694,259323,220821,90054,26770,1098014,125475,10992,4658,1747,2599,312,5464,870,8230,841,1931,4177,367,914,31427,13334,14398,885,2339,471,74474,2917,1478,1896,22740,8214,12414,5755,1067,1995,15998,352,421277,210230,162181,134423,13733,14025,5711,42300,38,142296,3238,49796,50436,2334,17339,19153,53301,503,2778,203,34338,3094,4551,7834,14905,433,4343,923,340,3237,872,4757,545,24521,2225,603,424,1198,524,9432,5013,4419,558,404,154,10489,2342,438,5433,2276,1293,1092,759,657,102,333,525649,522252,177706,4406,5225,55191,23220,49706,28302,11656,98369,56000,1195,16585,11068,7104,2243,3054,1120,246177,5045,2217,5248,2278,50773,74173,80559,17896,1130,3362,3496,3397,3318,79,2294929,318878,1976051,879688,1275143
05000US36083,"Rensselaer County, New York",159959,665.4028,652.4416,12.96124,159959,78890,81069,159959,8599,9146,8827,5873,17455,21327,18953,23125,22495,13837,6726,3596,159959,139014,9937,212,3940,0,1287,5569,63553,39418,28961,10457,2857,7600,24135,11263,12872,110059,9539,100520,69001,32259,13646,3607,1665,9227,348,8879,131170,86161,110,86051,80239,5812,45009,31529,78576,70011,63253,6758,2138,155,106,3200,290,2676,78576,75900,9064,22606,19964,13377,7570,1913,1406,2676,7584,1792,315,169,91,72,6,141,5,283,14,30,214,0,25,466,115,291,47,13,0,728,37,0,9,240,37,129,108,0,0,168,0,3112,1269,933,825,60,48,106,230,0,981,32,13,664,0,132,140,564,0,29,0,237,25,39,234,298,34,30,0,81,71,46,36,0,539,148,0,0,148,35,181,79,102,18,18,0,139,76,0,53,10,18,13,13,6,7,0,2128,1776,557,68,11,163,83,131,76,25,641,497,16,58,54,12,0,4,0,578,15,0,21,27,178,48,107,0,0,0,182,352,352,0,158204,8362,149842,52222,120022
05000US36085,"Richmond County, New York",473324,102.2882,58.17602,44.11223,473324,229095,244229,473324,27420,29083,30516,18809,43156,61464,61738,69473,62858,40063,19791,8953,473324,355407,48941,1134,38052,251,18584,10955,166014,122894,90543,32351,8019,24332,43120,18532,24588,324340,36063,288277,186280,101712,41037,9851,2841,23929,739,23190,380311,223845,215,223630,209754,13876,156466,32678,206773,132493,116661,15832,62549,66,263,4978,1279,5145,206773,201628,11275,38740,26857,26167,30192,41120,27277,5145,103527,36557,1383,738,181,389,168,417,228,1160,83,185,722,0,170,8253,655,7194,102,297,5,25724,199,314,93,3791,262,4773,6382,124,104,9682,37,31139,10810,8291,6244,1695,352,117,2402,0,10358,37,765,4243,172,2491,2650,5549,50,19,10,4261,135,567,507,4253,108,1054,533,311,462,23,1762,169,9704,129,22,40,67,183,4118,3594,524,26,26,0,4803,344,1834,2068,557,445,89,63,63,0,26,26038,25623,7787,228,338,3084,381,1671,1429,656,11758,9245,148,447,550,731,73,389,175,6078,369,26,354,234,1346,1779,698,899,55,184,134,415,393,22,469465,31087,438378,151322,331973
05000US36087,"Rockland County, New York",322642,199.2524,173.4485,25.80393,322642,158136,164506,322642,24143,26075,23938,15226,30273,36830,36202,43532,38461,26244,14680,7038,322642,228430,40574,597,19589,26,25602,7824,99038,74009,59652,14357,4283,10074,25029,10362,14667,202987,25868,177119,131592,82053,36914,9220,3175,18686,760,17926,243228,158875,105,158770,147646,11124,84353,35557,144060,117548,101312,16236,13822,93,205,4818,679,6895,144060,137165,17184,36533,23976,18594,18646,14430,7802,6895,68682,12612,3092,1206,535,512,159,1636,250,1984,256,249,1030,74,375,2130,289,1388,265,188,0,5384,17,328,434,1122,277,1206,1081,38,114,767,22,16035,3443,2159,1594,282,283,151,1133,0,6382,15,256,5133,163,483,332,4025,223,33,49,3091,165,425,39,2143,49,1452,56,45,191,51,299,42,1334,195,11,112,72,31,287,183,104,77,77,0,744,395,38,193,118,0,139,139,119,20,0,38562,37525,20350,124,274,5926,10409,3004,343,270,10659,2110,191,2701,4927,318,19,301,92,6516,417,0,239,94,723,3562,625,629,47,140,40,1037,1034,3,320199,25208,294991,120000,212584
05000US36089,"St. Lawrence County, New York",111529,2821.316,2679.263,142.0533,111529,56822,54707,111529,5987,6246,6851,3848,16456,13069,12290,15024,14601,9724,4962,2471,111529,103863,2668,864,1252,42,795,2045,41466,26286,19198,7088,2173,4915,15180,7457,7723,72141,8562,63579,37589,16428,8239,2131,1112,8515,629,7886,91155,49147,138,49009,44102,4907,42008,23313,43218,37589,33545,4044,321,22,218,2755,358,1955,43218,41263,10993,12822,7493,4412,3431,1289,823,1955,4731,1419,249,213,87,126,0,8,28,237,7,69,148,13,0,195,48,126,0,10,11,738,19,23,8,132,16,78,232,0,0,230,0,1176,412,272,231,19,22,38,102,0,323,0,12,171,30,56,54,204,1,0,0,64,24,105,10,237,20,96,1,12,35,0,73,0,435,62,8,26,28,0,259,33,226,21,21,0,68,18,34,9,7,25,48,40,33,7,8,1653,782,436,5,45,155,50,99,31,51,149,98,3,7,24,15,2,0,0,197,13,0,35,2,32,42,39,10,1,0,23,871,871,0,107906,9312,98594,42754,71908
05000US36091,"Saratoga County, New York",224929,843.8079,809.9962,33.81168,224929,111025,113904,224929,11729,13467,13760,8834,18928,26233,29305,35778,31389,21189,9655,4662,224929,210462,3582,392,5991,57,1012,3433,90896,60037,47937,12100,3737,8363,30859,14771,16088,158211,9439,148772,108640,62730,25767,6091,3020,11191,325,10866,182915,122954,1560,121394,114846,6548,59961,37583,114143,103575,94691,8884,1205,116,122,2218,502,6405,114143,107738,12154,29189,26642,20797,14192,3183,1581,6405,11489,3742,849,621,254,280,87,167,61,876,63,118,545,41,109,523,47,432,0,44,0,1494,110,34,90,237,60,525,266,0,14,158,0,4458,2230,1387,1023,25,339,296,547,0,1281,38,148,723,26,253,93,635,0,12,0,182,76,189,176,312,4,54,43,0,128,0,83,0,331,60,14,18,28,44,70,21,49,60,49,11,78,16,0,33,29,19,72,72,0,72,0,2886,2052,558,0,15,165,120,186,56,16,887,770,3,43,67,0,0,4,0,607,26,2,140,42,98,166,41,47,0,39,6,834,834,0,221645,9695,211950,61848,182250
05000US36093,"Schenectady County, New York",154845,209.4437,204.5787,4.865037,154845,75383,79462,154845,9152,8988,9802,6036,14731,19482,19053,22364,20888,12810,6771,4768,154845,120729,15486,355,6900,51,5454,5870,55027,33239,25211,8028,1934,6094,21788,9895,11893,106136,10369,95767,64294,32458,14689,3470,1723,8326,356,7970,124796,79824,112,79712,73817,5895,44972,29212,72215,63186,57674,5512,3453,96,114,2435,517,2414,72215,69801,10058,20631,15312,14406,6504,1883,1007,2414,15822,3043,479,353,129,208,16,67,59,559,11,69,388,37,54,1091,29,1062,0,0,0,914,0,30,51,218,60,255,86,13,4,197,0,4242,1449,1194,1080,9,105,42,213,0,2083,483,79,941,127,384,69,544,0,4,0,423,4,109,4,154,0,11,23,40,14,0,66,12,890,53,17,6,30,0,336,88,248,38,38,0,444,141,159,124,20,19,46,31,21,10,15,7601,7325,1070,10,86,214,184,246,164,166,633,336,0,121,88,80,0,8,0,5622,0,0,42,16,345,157,4649,127,0,20,266,276,276,0,153116,9000,144116,55764,108846
05000US36095,"Schoharie County, New York",31667,626.3274,621.8189,4.508495,31667,15789,15878,31667,1431,1736,1619,1168,3687,3202,3478,4626,4900,3441,1785,594,31667,30322,488,32,258,11,115,441,12373,7884,6012,1872,686,1186,4489,2227,2262,22026,2529,19497,11126,4512,1880,376,169,2288,62,2226,26548,15599,8,15591,14016,1575,10949,25638,13586,11831,10574,1257,200,14,30,873,27,611,13586,12975,2431,3175,1781,1506,2499,1109,474,611,928,448,93,42,2,32,8,36,15,104,7,5,76,6,10,102,16,78,0,8,0,147,0,9,38,33,30,19,3,0,0,15,2,222,77,18,12,0,6,0,59,0,88,0,0,47,4,0,37,30,0,0,0,0,0,12,18,27,0,0,0,0,0,0,27,0,33,0,0,0,0,0,6,6,0,0,0,0,27,11,0,0,16,0,0,0,0,0,0,225,181,96,0,18,31,17,30,0,0,30,22,0,0,0,0,0,8,0,55,9,0,13,0,0,9,6,3,15,0,0,44,44,0,31594,1892,29702,12857,22167
05000US36097,"Schuyler County, New York",18336,342.328,328.3332,13.9948,18336,9183,9153,18336,854,850,1180,746,1429,1902,2059,2870,2896,2034,1092,424,18336,17726,193,47,95,0,20,255,7376,4796,3621,1175,470,705,2580,1195,1385,13277,1326,11951,6652,2767,1286,330,145,944,29,915,15256,8891,3,8888,8243,645,6365,25004,8135,7390,6533,857,67,33,27,271,44,303,8135,7832,1312,1882,1546,1586,1216,148,142,303,360,129,18,10,7,3,0,6,2,47,0,0,47,0,0,2,2,0,0,0,0,62,0,8,0,9,18,0,4,0,0,23,0,76,57,57,43,0,14,0,0,0,6,0,0,6,0,0,0,13,0,0,0,2,6,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,150,139,28,17,0,0,0,8,3,0,4,4,0,0,0,0,0,0,0,107,0,0,0,0,22,5,8,72,0,0,0,11,11,0,18062,1542,16520,7475,11733
05000US36099,"Seneca County, New York",35036,390.4391,323.7095,66.72962,35036,18470,16566,35036,1950,1773,2115,1253,3021,4682,3997,5104,5115,3417,1814,795,35036,32104,1681,124,260,8,154,705,13672,8329,6320,2009,642,1367,5343,2558,2785,24924,3619,21305,12438,4982,2140,453,222,1442,145,1297,28693,16305,9,16296,15435,861,12388,25680,15113,13667,12167,1500,71,13,90,519,154,599,15113,14514,3306,4401,2718,1765,1356,640,328,599,870,292,63,55,25,14,16,0,8,102,0,12,78,6,6,64,0,64,0,0,0,63,0,6,4,8,7,27,0,0,0,11,0,216,80,20,14,0,6,0,60,0,67,0,0,49,3,0,15,59,0,8,19,8,23,1,0,10,6,0,0,0,0,0,4,0,28,6,2,4,0,0,18,7,11,0,0,0,4,0,0,0,4,0,0,0,0,0,0,334,191,130,2,13,62,29,13,0,11,34,11,0,4,11,8,0,0,0,27,0,0,0,0,2,0,5,20,0,0,0,143,143,0,32261,3122,29139,12117,22576
05000US36101,"Steuben County, New York",98151,1404.084,1390.573,13.51077,98151,48750,49401,98151,5552,5921,6434,3991,7962,11048,11363,14320,14419,9532,5365,2244,98151,93231,1501,124,1456,13,292,1534,40438,25951,19157,6794,2214,4580,14487,7072,7415,68291,7098,61193,35745,15262,7321,1501,660,4898,275,4623,78893,46825,60,46765,43222,3543,32068,26830,42245,38235,33725,4510,282,70,125,1841,406,1286,42245,40959,9265,12361,8402,5204,3227,1751,749,1286,2299,618,163,146,75,71,0,0,17,226,0,83,119,21,3,77,2,70,0,5,0,152,0,3,8,8,4,23,65,0,0,41,0,1159,376,315,221,20,74,30,31,0,603,0,67,432,0,70,34,129,0,19,0,63,21,8,18,51,3,14,2,0,5,0,27,0,124,12,5,3,4,62,28,15,13,0,0,0,22,8,10,0,4,0,16,16,12,4,0,382,301,45,0,27,7,7,3,0,1,67,52,0,0,9,6,0,0,0,189,29,0,20,33,22,14,42,10,0,8,11,81,81,0,96973,7784,89189,39578,64859
05000US36103,"Suffolk County, New York",1498130,2373.136,911.7551,1461.381,1498130,737351,760779,1498130,80940,90095,99447,63969,138819,169426,188527,241490,196965,128425,69696,30331,1498130,1212079,114292,3499,56762,507,74145,36846,489758,361577,281448,80129,22335,57794,128181,55765,72416,1024860,102414,922446,626638,352396,159688,40607,14727,82569,2283,80286,1206807,785391,620,784771,737128,47643,421416,38779,723743,631954,574120,57834,48783,314,1576,10906,4104,26106,723743,697637,69809,184204,136659,117127,85599,52574,51665,26106,230820,41159,6531,3796,1580,1803,413,2083,652,6382,356,845,4292,372,517,12268,2014,7739,1875,478,162,15914,647,613,350,6698,904,2208,2105,113,90,2186,64,47302,14375,9074,7329,641,1104,806,4492,3,20030,1028,1753,10939,749,5017,544,6911,213,220,155,4391,203,1176,553,5865,160,875,175,137,3515,34,969,121,4311,471,87,97,287,328,1246,812,434,226,226,0,1870,576,36,902,356,170,312,286,201,85,26,137736,135465,34535,367,1176,13161,8506,6099,3118,2108,63695,6489,1225,39462,7894,7074,618,299,634,37235,1920,526,1385,950,9219,12796,3101,5562,564,646,566,2271,2193,78,1483117,112562,1370555,411236,1151302
05000US36105,"Sullivan County, New York",75818,996.722,968.137,28.58508,75818,38803,37015,75818,4331,4594,4521,2915,6437,8720,8749,11748,11112,7808,3459,1424,75818,61984,6498,179,1201,0,2851,3105,28007,17682,12722,4960,1670,3290,10325,5091,5234,53020,7331,45689,28007,11853,5339,1189,525,3621,158,3463,61386,36332,54,36278,32596,3682,25054,27068,31731,28038,25198,2840,801,29,17,1078,251,1517,31731,30214,4660,8605,6246,3890,2618,1709,2486,1517,7356,2610,378,328,159,163,6,45,5,480,44,61,308,45,22,507,64,318,15,110,0,1237,11,56,51,255,114,210,227,16,10,287,8,903,201,91,63,13,15,9,101,0,417,0,20,288,9,66,34,230,0,5,0,194,20,11,0,55,0,31,0,0,17,0,7,0,106,9,0,0,9,0,73,46,27,0,0,0,17,0,0,7,10,7,4,0,0,0,4,3733,3601,1024,0,180,394,31,162,132,125,2049,555,15,827,306,312,21,13,0,528,48,0,90,37,53,42,145,85,23,5,0,132,128,4,73437,6967,66470,30769,46382
05000US36107,"Tioga County, New York",49649,522.8798,518.6096,4.270257,49649,24549,25100,49649,2617,2961,3267,2067,3756,5201,5640,7745,7495,4984,2816,1100,49649,48088,365,16,334,10,115,721,19705,13446,10627,2819,657,2162,6259,3045,3214,34981,3412,31569,19238,8758,3294,577,227,2431,31,2400,40112,24603,7,24596,22943,1653,15509,29654,22446,20958,18884,2074,216,74,33,333,174,658,22446,21788,3489,5804,5231,3813,2506,598,347,658,1107,654,49,38,8,30,0,0,11,80,10,0,62,0,8,89,0,81,0,8,0,436,0,92,12,100,46,76,16,55,0,39,0,277,87,35,33,0,2,21,31,0,133,0,0,59,3,71,0,46,0,0,4,22,0,18,2,11,0,0,11,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,1,0,0,0,1,167,125,76,0,6,5,16,40,9,0,34,34,0,0,0,0,0,0,0,15,0,0,14,0,0,0,0,0,0,1,0,42,42,0,49274,3055,46219,18323,35501
05000US36109,"Tompkins County, New York",104268,491.5579,474.649,16.90887,104268,51285,52983,104268,4411,4577,4029,2961,28624,13380,10302,11308,11980,7478,3371,1847,104268,84196,4211,302,10638,1,1125,3795,38269,20126,15596,4530,1131,3399,18143,8569,9574,59666,3279,56387,44504,30789,17535,7379,5229,12184,88,12096,90230,52422,29,52393,49581,2812,37808,28888,48415,34759,30578,4181,3172,135,679,6829,135,2706,48415,45709,8768,18253,11324,4245,1972,713,434,2706,13333,2331,551,436,247,158,31,13,102,763,39,238,368,47,71,335,184,84,7,60,0,682,40,33,26,34,99,152,114,28,60,96,0,8408,5227,4134,3532,138,464,252,841,0,1640,0,87,1383,51,17,102,957,0,166,0,128,246,88,329,584,31,231,42,36,109,36,99,0,271,68,12,9,47,5,121,48,73,40,40,0,37,7,0,8,22,0,178,178,43,135,0,2145,1471,430,4,42,230,9,63,73,9,194,73,0,1,117,0,0,3,0,847,109,0,150,33,215,76,72,142,0,50,0,674,674,0,103385,5449,97936,26438,82168
05000US36111,"Ulster County, New York",180505,1160.76,1124.236,36.52409,180505,89631,90874,180505,8163,9101,9975,6359,17892,21133,21490,27996,27041,18194,9229,3932,180505,155745,10674,274,3504,46,3423,6839,69335,43049,32309,10740,3405,7335,26286,11788,14498,129015,12793,116222,76821,39957,18130,4153,1936,9670,325,9345,151147,93837,165,93672,85679,7993,57310,31760,83526,71800,65324,6476,2197,20,396,3294,468,5351,83526,78175,10961,21765,15553,12519,9354,4182,3841,5351,13730,4130,1126,644,271,262,111,370,112,1152,80,303,526,126,117,928,176,625,49,71,7,900,31,43,24,300,0,199,113,13,7,170,24,2882,994,608,497,34,77,152,234,0,1155,22,72,587,109,308,57,499,0,17,18,246,29,147,42,234,12,39,0,0,95,10,78,0,538,75,12,25,38,121,162,76,86,41,41,0,124,98,0,10,16,15,21,19,7,12,2,6159,5603,2251,36,99,579,259,1097,48,133,2091,1132,38,442,211,204,13,51,0,1261,42,23,108,73,454,120,155,185,46,42,13,556,556,0,176129,14722,161407,62401,123931
05000US36113,"Warren County, New York",64911,931.6018,867.2451,64.35664,64911,31835,33076,64911,2958,3286,3740,2357,5151,7216,7201,10096,10077,7344,3707,1778,64911,62408,749,171,595,57,184,747,26944,16615,12425,4190,1107,3083,10329,4676,5653,47419,4190,43229,27387,13475,6106,1317,467,3089,144,2945,54332,34317,7,34310,32246,2064,20015,31652,31466,28417,25452,2965,421,62,190,1006,155,1215,31466,30251,5662,10903,4967,4002,2356,1690,671,1215,2206,1089,354,100,15,58,27,86,168,289,30,16,220,3,20,128,0,107,21,0,0,318,0,19,37,78,71,63,40,0,0,10,0,524,283,198,192,6,0,25,60,0,76,0,4,29,14,9,20,115,0,0,0,74,0,41,0,50,0,0,0,11,16,0,23,0,32,0,0,0,0,8,0,0,0,0,0,0,24,3,0,0,21,0,0,0,0,0,0,561,339,153,12,3,66,0,2,46,24,89,79,0,0,10,0,0,0,0,97,0,0,26,0,15,34,0,22,0,0,0,222,222,0,64348,4384,59964,24412,47065
